	1_up_0.04	1_up_0.12	1_up_0.37	1_up_01.11	1_up_03.33	1_up_10.0	2_down_0.04	2_down_0.12	2_down_0.37	2_down_01.11	2_down_03.33	2_down_10.0
Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008	0.0	0.0	0.0	0.0	0.0	0.0	-0.509407158562	-5.53025088709	-5.13762591176	-11.836478915	-7.19351136571	-32.2503329367
