	1_up_0.04	1_up_0.12	1_up_0.37	1_up_01.11	1_up_03.33	1_up_10.0	2_down_0.04	2_down_0.12	2_down_0.37	2_down_01.11	2_down_03.33	2_down_10.0
Cell cycle_Homo sapiens_hsa04110	0.764306766331	0.271236805481	0.0	0.680316692501	0.0	0.0	-10.2397977404	-0.644912325743	-2.86732855662	-11.2086994795	-12.3919299903	-10.6737511715
DNA replication_Homo sapiens_hsa03030	0.0	0.0	0.0	0.0	0.0	0.0	-11.4334453183	-0.652239397152	-7.06842367785	-6.21976263926	-9.28354690154	-15.1285901376
