	gene_symbol	3.33
218736_s_at	PALMD	-4.32866647229e-07
217027_x_at	KPNB1	5.61993957655e-07
215539_at	-666	-1.07514203088e-06
216167_at	LRRN2	-1.26032467204e-06
205191_at	RP2	1.5468393661e-06
204838_s_at	MLH3	1.81295907215e-06
208298_at	EVI5	-2.08460245583e-06
201009_s_at	TXNIP	-2.14939536901e-06
215327_at	-666	2.16068042578e-06
202763_at	CASP3	2.27687940981e-06
208435_s_at	AQP6	2.48471455824e-06
218409_s_at	DNAJC1	2.48841996555e-06
216332_at	POU6F1	2.56300122268e-06
202498_s_at	SLC2A3	-2.91310850444e-06
214927_at	ITGBL1	3.43179181797e-06
210855_at	GREB1	-3.71456005404e-06
207151_at	ADCYAP1R1	4.88351626056e-06
213059_at	CREB3L1	5.3560981227e-06
202427_s_at	BRP44	-5.38437086191e-06
208724_s_at	RAB1A	6.42152033517e-06
216528_at	-666	-6.61219696278e-06
219823_at	LIN28A	6.98943121715e-06
207824_s_at	MAZ	7.27010127006e-06
205327_s_at	ACVR2A	7.47681009457e-06
211873_s_at	PCDHGA9	7.68120464472e-06
221397_at	TAS2R10	7.68694583788e-06
214191_at	ICA1	-7.81198050228e-06
203034_s_at	RPL27A	-7.82017344343e-06
220808_at	THEG	7.88844915106e-06
211020_at	GCNT2	-7.98642423666e-06
204726_at	CDH13	-8.33444358975e-06
200857_s_at	NCOR1	8.98697217973e-06
218333_at	DERL2	9.76756008407e-06
221320_at	BCL2L10	-1.06341584802e-05
208015_at	SMAD1	-1.08973194302e-05
220829_s_at	B3GALT1	1.1017800126e-05
218033_s_at	SNN	1.1203852697e-05
217143_s_at	TRD@	-1.15886546348e-05
206241_at	KPNA5	-1.2044473089e-05
210364_at	SCN2B	1.24725539793e-05
205387_s_at	-666	1.25324868658e-05
221521_s_at	GINS2	1.30892349699e-05
216917_s_at	SYCP1	1.31851480034e-05
215698_at	KDM5A	1.32212711343e-05
205430_at	BMP5	-1.3320713184e-05
203277_at	DFFA	1.3584794653e-05
219341_at	CLN8	-1.3636144155e-05
214144_at	POLR2D	1.3722811766e-05
210443_x_at	OGFR	1.38524581452e-05
211747_s_at	LSM5	-1.38988147952e-05
216497_at	-666	1.39009525029e-05
220241_at	TMCO3	-1.43228839146e-05
