	gene_symbol	0.04
221858_at	TBC1D12	6.24482202801e-07
211961_s_at	RAB7A	-7.54961561508e-07
217584_at	NPC1	8.00135195097e-07
210797_s_at	OASL	9.73916405003e-07
213784_at	IFT27	1.22459104597e-06
215925_s_at	CD72	1.59196730193e-06
217546_at	MT1M	-1.69971576815e-06
208588_at	FKSG2	-1.76326198381e-06
205253_at	PBX1	-1.97703546981e-06
221364_at	GRID2	-2.52250392749e-06
215168_at	TIMM17A	2.53959465085e-06
211486_s_at	KCNQ2	-2.69006378761e-06
215114_at	SENP3	2.98126583387e-06
220226_at	TRPM8	-3.03227247916e-06
200605_s_at	PRKAR1A	3.23143758256e-06
215487_x_at	FAM182B	-3.25106084264e-06
204936_at	MAP4K2	-3.604078904e-06
221376_at	FGF17	-3.94053106032e-06
212388_at	USP24	-4.0556017773e-06
207611_at	HIST1H2BL	-4.05666573122e-06
209193_at	PIM1	-4.35571486512e-06
210278_s_at	AP4S1	4.41970672031e-06
216006_at	-666	-4.58406537546e-06
207575_at	GOLGA6A	-4.63306465943e-06
207161_at	KIAA0087	4.73664020928e-06
217836_s_at	YY1AP1	-4.92958417999e-06
210741_at	ARHGEF12	5.00327890396e-06
211407_at	NDUFB7	5.74803300911e-06
212758_s_at	ZEB1	6.11263271809e-06
220343_at	PDE7B	6.66904913482e-06
216673_at	-666	-6.7987214149e-06
222365_at	-666	-7.39711605951e-06
217402_at	-666	7.45896796424e-06
219845_at	BARX1	-7.55597517886e-06
222029_x_at	PFDN6	-7.82307327861e-06
205812_s_at	TMED9	7.88652261517e-06
206787_at	BRDT	-7.99021363277e-06
219565_at	CYP20A1	8.2120320154e-06
221339_at	OR10C1	8.2184574416e-06
204489_s_at	CD44	-8.4113300327e-06
218511_s_at	PNPO	-8.55697132304e-06
221138_s_at	-666	-8.66579489152e-06
220116_at	KCNN2	-8.98578984212e-06
220884_at	-666	9.25397977911e-06
219638_at	FBXO22	9.51885150942e-06
219198_at	GTF3C4	9.53566333601e-06
221278_at	HOXB8	1.01024677642e-05
216811_at	-666	-1.03186965402e-05
210800_at	TIMM8A	-1.03674511584e-05
210687_at	CPT1A	1.05563885932e-05
216170_at	-666	1.08115174447e-05
217410_at	AGRN	-1.09359927009e-05
210680_s_at	MASP1	1.12633869853e-05
209227_at	TUSC3	1.13438002476e-05
209643_s_at	PLD2	1.22063162622e-05
215145_s_at	CNTNAP2	1.22071923606e-05
217434_at	MC2R	-1.24413598923e-05
217282_at	MAN1A2	-1.25788208329e-05
213751_at	LRRC68	-1.27301058641e-05
207116_s_at	GAPDHS	1.27767096073e-05
222219_s_at	TLE6	-1.28112791768e-05
202895_s_at	SIRPA	1.29066660423e-05
217091_at	-666	1.29496779767e-05
221212_x_at	PBRM1	1.33048378324e-05
215517_at	PYGO1	1.3727695349e-05
217716_s_at	SEC61A1	1.39986570075e-05
206465_at	ACSBG1	-1.41951482494e-05
203437_at	TMEM11	1.43705602309e-05
208545_x_at	TAF4	-1.44123468659e-05
201390_s_at	CSNK2B	-1.44827985382e-05
213294_at	EIF2AK2	-1.45232219078e-05
211371_at	MAP2K5	1.48377365159e-05
211044_at	TRIM14	-1.49346684779e-05
211295_x_at	CYP2A6	1.49429870512e-05
202106_at	GOLGA3	-1.51355781653e-05
202061_s_at	SEL1L	1.52211904171e-05
212503_s_at	DIP2C	1.56627777396e-05
202063_s_at	SEL1L	1.58588362462e-05
219980_at	C4ORF29	-1.58822442826e-05
219713_at	SHPK	1.59707278496e-05
215180_at	-666	-1.61772877575e-05
216664_at	-666	1.62492508685e-05
202186_x_at	PPP2R5A	1.63462623641e-05
218779_x_at	EPS8L1	1.69103172305e-05
211565_at	SH3GL3	1.70753484187e-05
210118_s_at	IL1A	-1.71595088766e-05
31874_at	GAS2L1	1.74543396901e-05
221714_s_at	RRN3P1	-1.79223758996e-05
220519_s_at	LIM2	-1.82794821182e-05
216622_at	LAMB4	1.84386566523e-05
204012_s_at	LCMT2	-1.85401003147e-05
214242_at	MAN1A2	-1.87215228137e-05
209915_s_at	NRXN1	-1.92562367308e-05
211602_s_at	TRPC1	-1.92602598422e-05
215836_s_at	-666	-1.93336440095e-05
208587_s_at	-666	-1.93473181004e-05
207284_s_at	ASPH	1.94378222179e-05
206409_at	TIAM1	1.94846238525e-05
214331_at	TSFM	1.96454821924e-05
203027_s_at	MVD	1.99350907755e-05
217669_s_at	AKAP6	-1.99371973365e-05
205885_s_at	ITGA4	2.00597337816e-05
203772_at	BLVRA	2.0083703051e-05
213660_s_at	TOP3B	-2.02125277508e-05
217634_at	SVIL	-2.10085607e-05
220653_at	ZIM2	-2.11604583899e-05
210441_at	CDC14A	2.12068039852e-05
221077_at	ARMC4	2.13974089035e-05
211485_s_at	FGF18	2.14919200399e-05
222160_at	AKAP8L	2.15196355177e-05
210853_at	SCN11A	-2.20539878339e-05
222371_at	-666	-2.21541812406e-05
207473_at	MLN	-2.24392094174e-05
217151_at	-666	2.24741900912e-05
208359_s_at	KCNJ4	-2.29737573908e-05
217610_at	-666	2.32350293373e-05
216414_at	-666	2.34439517763e-05
208076_at	HIST1H4D	-2.3599610187e-05
205929_at	GPA33	-2.38151330972e-05
202809_s_at	INTS3	-2.41076491558e-05
221623_at	BCAN	2.43718380288e-05
205908_s_at	OMD	-2.44690007152e-05
221573_at	-666	2.46884225365e-05
215110_at	MBL1P	-2.46946951278e-05
200860_s_at	CNOT1	2.51418682749e-05
221433_at	FGF21	-2.5817199027e-05
221392_at	TAS2R4	-2.61258282601e-05
219694_at	FAM105A	-2.61925051995e-05
212162_at	KIDINS220	2.67705336719e-05
204911_s_at	TRIM3	2.69452447471e-05
202015_x_at	-666	2.74091140099e-05
219789_at	NPR3	2.78666759242e-05
209303_at	NDUFS4	2.88871817613e-05
210486_at	ANKMY1	-2.90392263401e-05
209857_s_at	SPHK2	2.92097099609e-05
212487_at	GPATCH8	2.93181513668e-05
215837_x_at	-666	2.93450052598e-05
203219_s_at	APRT	2.95920927262e-05
217712_at	-666	2.99354373636e-05
208742_s_at	SAP18	-2.99428562148e-05
201707_at	PEX19	3.00760455672e-05
220609_at	LOC202181	-3.02284367005e-05
221066_at	RXFP3	3.04784149368e-05
206381_at	SCN2A	3.05799835658e-05
206947_at	B3GALT5	-3.08463261169e-05
206027_at	S100A3	-3.09397862327e-05
221445_at	OR1A2	3.09601793142e-05
205390_s_at	ANK1	-3.12017296181e-05
209459_s_at	ABAT	3.14796809401e-05
221126_at	DKK3	-3.17750944275e-05
216304_x_at	YME1L1	-3.23911406465e-05
216861_at	-666	-3.24134084976e-05
210881_s_at	-666	-3.24566122874e-05
220593_s_at	CCDC40	3.32895708305e-05
215979_s_at	-666	3.36536693548e-05
218538_s_at	MRS2	3.3704609936e-05
211108_s_at	JAK3	-3.38991767485e-05
208462_s_at	ABCC9	-3.39920289831e-05
219595_at	-666	-3.41708967578e-05
54051_at	PKNOX1	3.4338537501e-05
203713_s_at	LLGL2	3.45680874703e-05
202444_s_at	ERLIN1	3.47217051959e-05
221026_s_at	SCRT1	3.48845829037e-05
216610_at	SLC6A2	3.50237945633e-05
208724_s_at	RAB1A	3.55239816773e-05
212134_at	PHLDB1	3.55808900381e-05
207401_at	PROX1	-3.58401993063e-05
217500_at	TIAL1	3.58906421336e-05
217687_at	ADCY2	-3.62926545247e-05
210683_at	NRTN	-3.65961868311e-05
202410_x_at	-666	-3.66248627979e-05
209178_at	DHX38	3.68566154344e-05
205605_at	HOXD9	-3.76787233753e-05
218044_x_at	PTMS	3.8095872127e-05
221301_at	C6ORF27	-3.84773785887e-05
222306_at	-666	-3.93330192278e-05
221089_at	NOX3	3.95427437005e-05
217023_x_at	-666	-3.98763086328e-05
210008_s_at	MRPS12	-3.99773609451e-05
220015_at	CASZ1	-4.01062182981e-05
200843_s_at	EPRS	-4.01242307497e-05
211523_at	GNRHR	-4.04257474283e-05
221517_s_at	MED17	4.05298072616e-05
205973_at	FEZ1	4.06230132558e-05
213703_at	LINC00342	-4.13494147112e-05
220440_at	LGALS13	-4.13935944952e-05
209895_at	PTPN11	4.14543528251e-05
221358_at	NPBWR2	-4.15000373645e-05
201604_s_at	PPP1R12A	-4.15975200289e-05
221470_s_at	IL37	4.16965428961e-05
210961_s_at	ADRA1D	4.2410053806e-05
214423_x_at	ALDOB	-4.24684854023e-05
210395_x_at	MYL4	-4.25222766514e-05
215315_at	ZNF549	4.27410330375e-05
215657_at	SLC26A3	4.36122662079e-05
219321_at	MPP5	4.3705041433e-05
208240_s_at	FGF1	-4.39145168181e-05
208973_at	ERI3	-4.39920999876e-05
64418_at	SYNRG	4.42767516374e-05
222038_s_at	UTP18	4.4336049013e-05
217288_at	-666	-4.53588880744e-05
220291_at	GDPD2	-4.56238917162e-05
215937_at	PTGDR	-4.57540567768e-05
207048_at	SLC6A11	-4.58269981148e-05
210219_at	SP100	-4.61470336157e-05
200989_at	HIF1A	4.72064540353e-05
221238_at	HMGN5	4.73036159458e-05
40687_at	GJA4	-4.73994816801e-05
216347_s_at	PPP1R13B	4.77651528843e-05
216232_s_at	GCN1L1	4.88214661977e-05
215237_at	DOCK9	-4.91237871842e-05
201395_at	RBM5	-4.92091485198e-05
214134_at	C2ORF55	-4.93058735208e-05
209685_s_at	PRKCB	4.94698540196e-05
212196_at	IL6ST	-4.97000158069e-05
219536_s_at	ZFP64	4.99366670176e-05
212834_at	DDX52	-5.02347113689e-05
211218_at	-666	-5.02459385122e-05
210496_at	NAG18	-5.07048810602e-05
216903_s_at	MICU1	5.0865560932e-05
210731_s_at	LGALS8	5.15427974663e-05
201035_s_at	HADH	5.15747516463e-05
216245_at	IL1RN	-5.22547368576e-05
203810_at	DNAJB4	-5.23077382556e-05
215024_at	C7ORF28B	-5.25702413008e-05
209926_at	MEF2BNB	-5.29011460872e-05
208063_s_at	CAPN9	-5.29093525234e-05
204586_at	BSN	-5.29096985736e-05
201748_s_at	SAFB	5.29523683829e-05
215721_at	IGHG1	5.33040623285e-05
217146_at	-666	5.33585495899e-05
219383_at	PRR5L	5.34542738254e-05
206934_at	SIRPB1	5.41812098738e-05
221310_at	FGF14	-5.41993878055e-05
216312_at	ATP2B3	5.42393541246e-05
220151_at	C19ORF73	5.44385990807e-05
207599_at	MMP20	-5.46260971435e-05
211094_s_at	NF1	5.48206968746e-05
208031_s_at	RFX2	5.51178810728e-05
217108_at	-666	5.59086900407e-05
211579_at	ITGB3	5.67635589591e-05
220457_at	SAMD4B	5.728579732e-05
218221_at	ARNT	5.78421311209e-05
211009_s_at	ZNF271	5.78606493547e-05
217544_at	-666	5.91616952036e-05
211221_at	TADA3	-6.03429769916e-05
220896_at	FBXL18	6.04527544465e-05
218472_s_at	PELO	6.05443079732e-05
37802_r_at	FAM63B	6.05529700013e-05
220777_at	KIF13A	6.06090344275e-05
217308_at	OR1F2P	6.08669972532e-05
47105_at	DUS2L	-6.09425607848e-05
217003_s_at	ADAM5P	-6.13045790614e-05
216876_s_at	IL17A	-6.16187416976e-05
216158_at	-666	6.16253386516e-05
206234_s_at	MMP17	-6.17476394008e-05
207792_at	OPRD1	6.18118202693e-05
215957_at	UBE2D1	-6.19197788884e-05
220703_at	IDI2-AS1	-6.21542066918e-05
201788_at	DDX42	6.24293806197e-05
220804_s_at	TP73	6.2477890841e-05
213927_at	MAP3K9	-6.29370527644e-05
219392_x_at	PRR11	6.31249274111e-05
200865_at	EIF3F	-6.34144207392e-05
204898_at	-666	6.34714539219e-05
215249_at	RPL35A	6.349821824e-05
206615_s_at	ADAM22	6.35262707615e-05
200617_at	MLEC	6.35310227189e-05
200915_x_at	KTN1	-6.35490472986e-05
215257_at	ERGIC3	-6.35771874136e-05
208705_s_at	EIF5	-6.39903387654e-05
217618_x_at	HUS1	6.46531987897e-05
209729_at	GAS2L1	-6.47495347737e-05
218798_at	KRI1	6.49965596583e-05
218739_at	ABHD5	6.52917295565e-05
220212_s_at	THADA	6.57996305207e-05
215831_at	-666	-6.58528953103e-05
209521_s_at	AMOT	6.59585247309e-05
210922_at	-666	6.62191818464e-05
220802_at	KCNH4	6.6497316152e-05
216016_at	NLRP3	6.67843861798e-05
219485_s_at	PSMD10	6.68370094433e-05
207680_x_at	PAX3	6.68589014883e-05
210938_at	PDX1	-6.68686315728e-05
216001_at	PRAMEF12	6.70893717934e-05
217363_x_at	-666	6.72051358537e-05
