	gene_symbol	10.0
209660_at	TTR	4.9023070368e-08
220048_at	EDAR	-2.66978766409e-07
210370_s_at	LY9	2.68192547391e-07
211105_s_at	NFATC1	4.35015453127e-07
208496_x_at	HIST1H3G	4.61955190272e-07
219670_at	BEND5	9.92435505921e-07
214854_at	-666	1.44584862659e-06
220982_s_at	SPACA1	1.54374368259e-06
221772_s_at	PPP2R2D	-1.88805311437e-06
221287_at	RNASEL	-1.91906626148e-06
209327_s_at	NOP16	-1.99230025815e-06
221782_at	DNAJC10	-2.47591188153e-06
202645_s_at	MEN1	-2.82383978608e-06
208596_s_at	-666	-3.01294498426e-06
219285_s_at	NIN	-3.48751134885e-06
216701_at	C1ORF68	3.4985942667e-06
215805_at	-666	3.70498806701e-06
214541_s_at	QKI	-3.70703244569e-06
216914_at	CDC25C	3.73358578575e-06
211085_s_at	STK4	3.99572905504e-06
215901_at	ZNF81	-4.1832985744e-06
205421_at	SLC22A3	4.34504728541e-06
217806_s_at	POLDIP2	-4.59227444281e-06
220604_x_at	FTCD	-4.69804805974e-06
219323_s_at	IL18BP	-4.80057933086e-06
217769_s_at	POMP	-4.80862548148e-06
213659_at	ZNF75D	5.46113469471e-06
216818_s_at	OR2J2	5.58943534529e-06
212788_x_at	FTL	5.68672765693e-06
216564_at	-666	-5.71592778029e-06
210894_s_at	CEP250	6.57161715512e-06
203172_at	FXR2	-7.03715219893e-06
214923_at	ATP6V1D	7.36045015464e-06
202966_at	CAPN6	8.19330084209e-06
217583_at	PAH	-8.24747859637e-06
209637_s_at	RGS12	-8.42692667226e-06
207028_at	MYCNOS	-8.74220161462e-06
220833_at	-666	8.74555789073e-06
215697_at	-666	-8.78266442763e-06
202036_s_at	SFRP1	-9.2593981769e-06
219958_at	C20ORF46	9.52279249415e-06
219579_at	RAB3IL1	9.56756397822e-06
220950_s_at	KIAA1310	-9.65349122714e-06
206076_at	LRRC23	9.6635087478e-06
216406_at	-666	9.83460305724e-06
221459_at	TAAR5	-9.93785802515e-06
203111_s_at	PTK2B	9.98832045087e-06
207834_at	FBLN1	-1.02075397237e-05
201261_x_at	BGN	-1.03052418452e-05
208588_at	FKSG2	-1.06152364672e-05
207385_at	TFDP3	1.07307649781e-05
36829_at	PER1	-1.09211377702e-05
211670_x_at	SSX3	1.13451880426e-05
220894_x_at	PRDM12	1.15042721844e-05
204338_s_at	RGS4	1.19772122771e-05
215203_at	GOLGA4	1.21344772377e-05
216764_at	-666	1.22047682075e-05
217115_at	-666	-1.22152045922e-05
208973_at	ERI3	1.28179634783e-05
219302_s_at	CNTNAP2	-1.28439151681e-05
218051_s_at	NT5DC2	-1.39519643656e-05
215107_s_at	TTC22	1.44748176012e-05
221014_s_at	RAB33B	1.47956596383e-05
216452_at	TRPM3	1.49697692947e-05
221373_x_at	PSPN	-1.56342252338e-05
214568_at	TPSD1	-1.56732028188e-05
209813_x_at	TARP	-1.63125292924e-05
210518_at	CDH8	1.64368674283e-05
219495_s_at	ZNF180	-1.66973423808e-05
203287_at	LAD1	1.67157955509e-05
202968_s_at	DYRK2	1.67464118441e-05
208308_s_at	GPI	-1.69042684482e-05
208468_at	SOX21	1.7020558452e-05
210741_at	ARHGEF12	1.74715712194e-05
217392_at	BAZ2B	-1.75253792162e-05
222152_at	PDCD6	1.75535188246e-05
204708_at	MAPK4	-1.75811288444e-05
