	gene_symbol	0.12
216073_at	ANKRD34C	5.86241742289e-07
212048_s_at	YARS	9.55279179176e-07
50400_at	PAOX	1.01335452928e-06
215569_at	-666	-1.18047175826e-06
208219_at	ACVR1B	1.3313935693e-06
215934_at	-666	2.08864272061e-06
205956_x_at	PSMC3IP	2.23326691417e-06
215396_at	GPR98	2.48132192417e-06
221320_at	BCL2L10	2.51211386161e-06
211232_x_at	GLP1R	-2.85214728264e-06
211589_at	PML	-3.02034590017e-06
219980_at	C4ORF29	3.22252292153e-06
220757_s_at	UBXN6	-3.70150557281e-06
205317_s_at	SLC15A2	-3.99848256507e-06
217981_s_at	FXC1	4.00776570551e-06
207284_s_at	ASPH	4.25679882747e-06
220041_at	PIGZ	4.45312402128e-06
210741_at	ARHGEF12	6.17297368983e-06
212400_at	FAM102A	-6.18084759838e-06
204134_at	PDE2A	-6.51399990679e-06
216481_at	GRIP2	6.61917946714e-06
37424_at	CCHCR1	-6.74092662902e-06
207846_at	POU1F1	-7.01962466104e-06
208561_at	ABCC9	-7.20370426369e-06
204200_s_at	PDGFB	-7.53028633583e-06
203958_s_at	ZBTB40	7.62610247465e-06
207362_at	SLC30A4	7.64776931032e-06
219336_s_at	ASCC1	-7.834134548e-06
203706_s_at	FZD7	8.36571203559e-06
211832_s_at	MDM2	-8.48886034598e-06
203389_at	KIF3C	8.74601832484e-06
216420_at	-666	9.03832316715e-06
213551_x_at	PCGF2	-9.12622625011e-06
211572_s_at	SLC23A2	9.28500216921e-06
205565_s_at	FXN	9.4866589151e-06
214640_at	UNC93A	9.75271716669e-06
201327_s_at	CCT6A	-9.93733986848e-06
214088_s_at	FUT3	1.01236364187e-05
203602_s_at	ZBTB17	-1.02246043752e-05
222169_x_at	SH2D3A	-1.03204052427e-05
216672_s_at	MYT1L	1.03226040983e-05
217667_at	LOC729799	-1.03885583941e-05
201634_s_at	CYB5B	-1.05299505129e-05
203286_at	RNF44	-1.08779102215e-05
208599_at	HUWE1	-1.14094846701e-05
200053_at	SPAG7	1.14175556568e-05
220578_at	ADAMTSL4	1.16825031125e-05
215063_x_at	LRRC40	-1.17288649447e-05
219933_at	GLRX2	1.17803507067e-05
202303_x_at	SMARCA5	1.19126498871e-05
205858_at	NGFR	-1.21716327027e-05
211877_s_at	PCDHGA11	1.23876719117e-05
207044_at	THRB	-1.25910379835e-05
221876_at	ZNF783	-1.26993794149e-05
215652_at	SDHD	1.30615447442e-05
216697_at	TRIO	1.317319193e-05
38241_at	BTN3A3	-1.3568227519e-05
217017_at	OSBPL10	-1.36380212544e-05
221284_s_at	SRC	1.39180457581e-05
221010_s_at	SIRT5	1.39696938928e-05
212958_x_at	PAM	-1.41178241285e-05
217723_x_at	-666	-1.41846196032e-05
211938_at	EIF4B	1.42330092992e-05
220749_at	C10ORF68	1.45155071334e-05
206541_at	KLKB1	1.487897319e-05
218827_s_at	CEP192	-1.51553787584e-05
207280_at	RNF185	1.51629399619e-05
214311_at	ZFPL1	-1.52173632285e-05
205140_at	FPGT	1.58494200925e-05
204315_s_at	GTSE1	1.59377082518e-05
205646_s_at	PAX6	1.60115318953e-05
207712_at	BAGE	-1.6063110044e-05
216519_s_at	PROSC	1.60798176241e-05
200865_at	EIF3F	1.63615821731e-05
213877_x_at	TCEB2	1.65867597805e-05
217014_s_at	AZGP1	-1.67689849421e-05
220718_at	C15ORF34	1.70045224331e-05
206106_at	-666	-1.71576195717e-05
215301_at	SYCE1L	-1.74675158636e-05
207913_at	CYP2F1	1.78167118011e-05
206147_x_at	SCML2	1.80297571693e-05
213659_at	ZNF75D	-1.85297582214e-05
220264_s_at	GPR107	1.90468092915e-05
207014_at	GABRA2	1.93640667296e-05
217151_at	-666	1.9489853607e-05
215187_at	FLJ11292	-1.98814163625e-05
206612_at	CACNG1	2.03533586735e-05
214984_at	-666	-2.04130256897e-05
217009_at	PGK2	2.04222153351e-05
218366_x_at	METTL17	2.06360769225e-05
209629_s_at	NXT2	2.06762975285e-05
204109_s_at	NFYA	2.0680391217e-05
201394_s_at	RBM5	2.09339802343e-05
37201_at	ITIH4	-2.09482154833e-05
202322_s_at	GGPS1	-2.10400040387e-05
215929_at	-666	-2.1056523324e-05
206741_at	C3ORF32	-2.12643908228e-05
201239_s_at	-666	2.13695028842e-05
204367_at	SP2	2.1376600208e-05
217255_at	SQSTM1	-2.22150989399e-05
215824_at	NUDT7	-2.22527814999e-05
218662_s_at	NCAPG	2.22662318984e-05
209545_s_at	RIPK2	2.23971832143e-05
206553_at	OAS2	-2.24262292915e-05
217577_at	-666	-2.25874031852e-05
213968_at	-666	-2.2831286566e-05
211904_x_at	RAD52	2.34700969973e-05
213976_at	CIZ1	2.36770206328e-05
221141_x_at	EPN1	2.43211784729e-05
204804_at	TRIM21	-2.5457101958e-05
218071_s_at	MKRN2	2.60986315874e-05
209109_s_at	TSPAN6	2.61493131662e-05
209639_s_at	RGS12	2.62977835672e-05
213471_at	NPHP4	2.65694333901e-05
222319_at	-666	-2.67060919335e-05
214206_at	PPIL6	-2.67389910514e-05
217884_at	NAT10	-2.69953366002e-05
214676_x_at	MUC3A	2.73755193665e-05
216270_at	ILVBL	-2.76384396206e-05
220571_at	PRDM11	2.77868952231e-05
215092_s_at	NFAT5	2.80597702052e-05
214025_at	DDX28	-2.80835268753e-05
221889_at	KCTD13	-2.81766610006e-05
216771_at	-666	-2.89203703532e-05
