id	RN_Target_Gene_ID	SM_Center_Compound_ID	SM_Dose	SM_Dose_Unit	SM_LINCS_ID	SM_Name	SM_Pert_Type	SM_Time	SM_Time_Unit	det_plate	det_well
MCF10A-ctl_vehicle-38596	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	24	h	LJP006_MCF10A_24H_X2_B17	F07
MCF10A-ctl_vehicle-38597	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	24	h	LJP006_MCF10A_24H_X2_B17	F08
MCF10A-ctl_vehicle-38598	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	24	h	LJP006_MCF10A_24H_X2_B17	F09
MCF10A-ctl_vehicle-38599	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	24	h	LJP006_MCF10A_24H_X2_B17	F10
MCF10A-ctl_vehicle-38600	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	24	h	LJP006_MCF10A_24H_X2_B17	F11
MCF10A-ctl_vehicle-38692	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	24	h	LJP006_MCF10A_24H_X2_B17	J13
MCF10A-ctl_vehicle-38693	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	24	h	LJP006_MCF10A_24H_X2_B17	J14
MCF10A-ctl_vehicle-38694	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	24	h	LJP006_MCF10A_24H_X2_B17	J15
MCF10A-ctl_vehicle-38695	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	24	h	LJP006_MCF10A_24H_X2_B17	J16
MCF10A-ctl_vehicle-38696	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	24	h	LJP006_MCF10A_24H_X2_B17	J17
MCF10A-ctl_vehicle-38697	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	24	h	LJP006_MCF10A_24H_X2_B17	J18
MCF10A-ctl_vehicle-38791	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	24	h	LJP006_MCF10A_24H_X2_B17	N19
MCF10A-ctl_vehicle-38792	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	24	h	LJP006_MCF10A_24H_X2_B17	N20
MCF10A-ctl_vehicle-38793	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	24	h	LJP006_MCF10A_24H_X2_B17	N21
MCF10A-ctl_vehicle-38794	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	24	h	LJP006_MCF10A_24H_X2_B17	N22
MCF10A-ctl_vehicle-38795	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	24	h	LJP006_MCF10A_24H_X2_B17	N23
MCF10A-ctl_vehicle-38796	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	24	h	LJP006_MCF10A_24H_X2_B17	N24
MCF10A-ctl_vehicle-38841	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	24	h	LJP006_MCF10A_24H_X3_B17	A03
MCF10A-ctl_vehicle-38842	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	24	h	LJP006_MCF10A_24H_X3_B17	A04
MCF10A-ctl_vehicle-38843	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	24	h	LJP006_MCF10A_24H_X3_B17	A05
MCF10A-ctl_vehicle-38844	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	24	h	LJP006_MCF10A_24H_X3_B17	A06
MCF10A-ctl_vehicle-38862	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	24	h	LJP006_MCF10A_24H_X3_B17	B03
MCF10A-ctl_vehicle-38863	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	24	h	LJP006_MCF10A_24H_X3_B17	B04
MCF10A-ctl_vehicle-38864	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	24	h	LJP006_MCF10A_24H_X3_B17	B05
MCF10A-ctl_vehicle-38865	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	24	h	LJP006_MCF10A_24H_X3_B17	B06
MCF10A-ctl_vehicle-38961	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	24	h	LJP006_MCF10A_24H_X3_B17	F07
MCF10A-ctl_vehicle-38962	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	24	h	LJP006_MCF10A_24H_X3_B17	F08
MCF10A-ctl_vehicle-38963	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	24	h	LJP006_MCF10A_24H_X3_B17	F09
MCF10A-ctl_vehicle-38964	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	24	h	LJP006_MCF10A_24H_X3_B17	F10
MCF10A-ctl_vehicle-38965	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	24	h	LJP006_MCF10A_24H_X3_B17	F11
MCF10A-ctl_vehicle-38966	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	24	h	LJP006_MCF10A_24H_X3_B17	F12
MCF10A-ctl_vehicle-39060	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	24	h	LJP006_MCF10A_24H_X3_B17	J13
MCF10A-ctl_vehicle-39061	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	24	h	LJP006_MCF10A_24H_X3_B17	J14
MCF10A-ctl_vehicle-39062	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	24	h	LJP006_MCF10A_24H_X3_B17	J15
MCF10A-ctl_vehicle-39063	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	24	h	LJP006_MCF10A_24H_X3_B17	J16
MCF10A-ctl_vehicle-39064	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	24	h	LJP006_MCF10A_24H_X3_B17	J17
MCF10A-ctl_vehicle-39065	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	24	h	LJP006_MCF10A_24H_X3_B17	J18
MCF10A-ctl_vehicle-39161	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	24	h	LJP006_MCF10A_24H_X3_B17	N19
MCF10A-ctl_vehicle-39162	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	24	h	LJP006_MCF10A_24H_X3_B17	N20
MCF10A-ctl_vehicle-39163	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	24	h	LJP006_MCF10A_24H_X3_B17	N21
MCF10A-ctl_vehicle-39164	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	24	h	LJP006_MCF10A_24H_X3_B17	N22
MCF10A-ctl_vehicle-39165	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	24	h	LJP006_MCF10A_24H_X3_B17	N23
MCF10A-ctl_vehicle-39166	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	24	h	LJP006_MCF10A_24H_X3_B17	N24
MCF10A-ctl_vehicle-39213	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X1_B17	A03
MCF10A-ctl_vehicle-39214	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X1_B17	A04
MCF10A-ctl_vehicle-39215	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X1_B17	A05
MCF10A-ctl_vehicle-39216	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X1_B17	A06
MCF10A-ctl_vehicle-39232	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X1_B17	B03
MCF10A-ctl_vehicle-39233	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X1_B17	B04
MCF10A-ctl_vehicle-39234	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X1_B17	B05
MCF10A-ctl_vehicle-39235	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X1_B17	B06
MCF10A-ctl_vehicle-39330	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X1_B17	F07
MCF10A-ctl_vehicle-39331	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X1_B17	F08
MCF10A-ctl_vehicle-39332	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X1_B17	F09
MCF10A-ctl_vehicle-39333	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X1_B17	F10
MCF10A-ctl_vehicle-39334	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X1_B17	F11
MCF10A-ctl_vehicle-39335	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X1_B17	F12
MCF10A-ctl_vehicle-39432	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X1_B17	J13
MCF10A-ctl_vehicle-39433	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X1_B17	J14
MCF10A-ctl_vehicle-39434	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X1_B17	J15
MCF10A-ctl_vehicle-39435	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X1_B17	J16
MCF10A-ctl_vehicle-39436	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X1_B17	J17
MCF10A-ctl_vehicle-39437	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X1_B17	J18
MCF10A-ctl_vehicle-39534	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X1_B17	N19
MCF10A-ctl_vehicle-39535	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X1_B17	N20
MCF10A-ctl_vehicle-39536	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X1_B17	N21
MCF10A-ctl_vehicle-39537	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X1_B17	N22
MCF10A-ctl_vehicle-39538	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X1_B17	N23
MCF10A-ctl_vehicle-39539	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X1_B17	N24
MCF10A-ctl_vehicle-39587	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X2_B17	A03
MCF10A-ctl_vehicle-39588	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X2_B17	A04
MCF10A-ctl_vehicle-39589	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X2_B17	A05
MCF10A-ctl_vehicle-39590	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X2_B17	A06
MCF10A-ctl_vehicle-39608	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X2_B17	B03
MCF10A-ctl_vehicle-39609	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X2_B17	B04
MCF10A-ctl_vehicle-39610	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X2_B17	B05
MCF10A-ctl_vehicle-39611	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X2_B17	B06
MCF10A-ctl_vehicle-39705	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X2_B17	F07
MCF10A-ctl_vehicle-39706	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X2_B17	F08
MCF10A-ctl_vehicle-39707	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X2_B17	F09
MCF10A-ctl_vehicle-39708	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X2_B17	F10
MCF10A-ctl_vehicle-39709	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X2_B17	F11
MCF10A-ctl_vehicle-39710	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X2_B17	F12
MCF10A-ctl_vehicle-39807	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X2_B17	J13
MCF10A-ctl_vehicle-39808	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X2_B17	J14
MCF10A-ctl_vehicle-39809	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X2_B17	J15
MCF10A-ctl_vehicle-39810	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X2_B17	J16
MCF10A-ctl_vehicle-39811	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X2_B17	J17
MCF10A-ctl_vehicle-39812	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X2_B17	J18
MCF10A-ctl_vehicle-39908	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X2_B17	N19
MCF10A-ctl_vehicle-39909	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X2_B17	N20
MCF10A-ctl_vehicle-39910	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X2_B17	N21
MCF10A-ctl_vehicle-39911	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X2_B17	N22
MCF10A-ctl_vehicle-39912	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X2_B17	N23
MCF10A-ctl_vehicle-39913	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X2_B17	N24
MCF10A-ctl_vehicle-39959	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X3_B17	A03
MCF10A-ctl_vehicle-39960	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X3_B17	A04
MCF10A-ctl_vehicle-39961	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X3_B17	A05
MCF10A-ctl_vehicle-39962	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X3_B17	A06
MCF10A-ctl_vehicle-39979	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X3_B17	B03
MCF10A-ctl_vehicle-39980	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X3_B17	B04
MCF10A-ctl_vehicle-39981	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X3_B17	B05
MCF10A-ctl_vehicle-39982	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X3_B17	B06
MCF10A-ctl_vehicle-40078	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X3_B17	F07
MCF10A-ctl_vehicle-40079	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X3_B17	F08
MCF10A-ctl_vehicle-40080	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X3_B17	F09
MCF10A-ctl_vehicle-40081	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X3_B17	F10
MCF10A-ctl_vehicle-40082	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X3_B17	F11
MCF10A-ctl_vehicle-40083	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X3_B17	F12
MCF10A-ctl_vehicle-40180	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X3_B17	J13
MCF10A-ctl_vehicle-40181	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X3_B17	J14
MCF10A-ctl_vehicle-40182	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X3_B17	J15
MCF10A-ctl_vehicle-40183	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X3_B17	J16
MCF10A-ctl_vehicle-40184	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X3_B17	J17
MCF10A-ctl_vehicle-40185	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X3_B17	J18
MCF10A-ctl_vehicle-40282	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X3_B17	N19
MCF10A-ctl_vehicle-40283	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X3_B17	N20
MCF10A-ctl_vehicle-40284	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X3_B17	N21
MCF10A-ctl_vehicle-40285	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X3_B17	N22
MCF10A-ctl_vehicle-40286	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X3_B17	N23
MCF10A-ctl_vehicle-40287	-666	dmso	-666	-666	DMSO	DMSO	ctl_vehicle	3	h	LJP006_MCF10A_3H_X3_B17	N24
