concentration,MCF10A-GM_(Broad)_72_R1,MCF10A-GM_(HMS)_72_R1,MCF10A-H2B_(HMS)_72_R1,MCF10A-HMS_(HMS)_72_R1,MCF10A-OHSU_(HMS)_72_R1,MCF10A-GM_(HMS)_72_R2,MCF10A-H2B_(HMS)_72_R2,MCF10A-HMS_(HMS)_72_R2,MCF10A-OHSU_(HMS)_72_R2,MCF10A-GM_(HMS)_72_R3,MCF10A-H2B_(HMS)_72_R3,MCF10A-HMS_(HMS)_72_R3,MCF10A-OHSU_(HMS)_72_R3,MCF10A-GM_(DToxS)_72_R1,MCF10A-GM_(DToxS)_72_R2,MCF10A-GM_(Neuro)_72_R1,MCF10A-GM_(Neuro)_72_R2,MCF10A-GM_(Neuro)_72_R3,MCF10A-GM_(MEP)_72_R1,MCF10A-GM_(MEP)_72_R2,Median
3.16227766017e-05,0.999756143844,0.999979864145,0.99992187873,0.999333772797,0.999937114323,0.999999645054,0.999999935539,0.999997081377,0.999995027404,0.999996898314,0.99999993923,0.995730160616,0.999998652763,0.999982616507,0.987003247177,1.0,1.0,1.0,1.0,0.999991266041,0.999991266041
3.54813389234e-05,0.999734999639,0.999977425666,0.999912499583,0.999264446513,0.999929978821,0.999999576247,0.999999920748,0.999996538991,0.999994285244,0.999996427416,0.999999925978,0.995402604278,0.999998426656,0.999979836536,0.986216501195,1.0,1.0,1.0,1.0,0.999990017863,0.999990017863
3.98107170553e-05,0.999712022774,0.999974691896,0.999901994513,0.999187912811,0.999922033746,0.999999494103,0.999999902563,0.999995895811,0.999993432318,0.999995885026,0.999999909836,0.995050054553,0.999998162601,0.999976612007,0.985382982304,1.0,1.0,1.0,1.0,0.999988591317,0.999988591317
4.46683592151e-05,0.999687054531,0.999971627078,0.99989022839,0.999103423814,0.999913187265,0.999999396034,0.999999880205,0.999995133105,0.999992452093,0.999995260291,0.999999890175,0.994670625828,0.999997854229,0.999972871836,0.984500015798,1.0,1.0,1.0,1.0,0.999986960917,0.999986960917
5.01187233627e-05,0.99965992247,0.999968191128,0.999877049876,0.999010154351,0.999903337134,0.999999278955,0.999999852716,0.999994228662,0.999991325573,0.99999454071,0.999999866226,0.994262293644,0.999997494104,0.999968533572,0.983564787176,1.0,1.0,1.0,1.0,0.999985097534,0.999985097534
5.6234132519e-05,0.999630439247,0.999964339109,0.999862289479,0.998907194043,0.999892369515,0.99999913918,0.99999981892,0.999993156143,0.999990030922,0.999993711883,0.999999837055,0.993822885012,0.999997073539,0.999963501584,0.98257433649,1.0,1.0,1.0,1.0,0.999982967883,0.999982967883
6.3095734448e-05,0.99959840133,0.999960020644,0.999845757382,0.998793538587,0.999880157665,0.99999897231,0.999999777369,0.999991884313,0.999988543049,0.999992757226,0.999999801522,0.993350068145,0.99999658239,0.999957664954,0.981525552666,1.0,1.0,1.0,1.0,0.999980533921,0.999980533921
7.07945784384e-05,0.999563587603,0.999955179256,0.999827241006,0.998668080164,0.999866560475,0.999998773092,0.999999726284,0.999990376136,0.999986833117,0.999991657635,0.999999758241,0.992841341581,0.999996008813,0.999950895033,0.98041516786,1.0,1.0,1.0,1.0,0.999977752172,0.999977752172
7.94328234724e-05,0.99952575786,0.999949751636,0.999806502286,0.998529596898,0.999851420844,0.999998535256,0.999999663477,0.999988587691,0.999984867986,0.999990391108,0.999999705523,0.992294022678,0.999995338973,0.999943042611,0.979239751868,1.0,1.0,1.0,1.0,0.999974572955,0.999974572955
8.91250938134e-05,0.99948465116,0.999943666808,0.999783274621,0.998376741261,0.999834563869,0.999998251315,0.999999586258,0.999986466896,0.99998260957,0.999988932301,0.999999641308,0.991705235466,0.999994556715,0.999933934631,0.977995706646,1.0,1.0,1.0,1.0,0.99997093949,0.99997093949
0.0001,0.999439984048,0.99993684521,0.999757259459,0.998208027336,0.999815794827,0.999997912332,0.99999949132,0.999983951994,0.999980014102,0.999987252026,0.99999956309,0.991071897834,0.999993643172,0.999923370382,0.976679260988,1.0,1.0,1.0,1.0,0.999966786897,0.999966786897
0.00011220184543,0.999391448625,0.999929197649,0.999728122478,0.998021816829,0.999794896941,0.999997507638,0.999999374597,0.99998096975,0.99997703128,0.999985316661,0.999999467816,0.99039070806,0.999992576312,0.999911117081,0.975286465428,1.0,1.0,1.0,1.0,0.999962041029,0.999962041029
0.000125892541179,0.999338710452,0.99992062414,0.999695489306,0.997816303716,0.999771628878,0.999997024494,0.999999231092,0.999977433322,0.9999736033,0.999983087481,0.999999351766,0.989658130663,0.999991330404,0.999896904758,0.973813187425,1.0,1.0,1.0,1.0,0.99995661716,0.99995661716
0.000141253754462,0.999281406279,0.999911012601,0.99965894074,0.997589497403,0.99974572198,0.999996447693,0.999999054657,0.999973239735,0.999969663732,0.999980519884,0.99999921041,0.988870381588,0.9999898754,0.999880420321,0.972255106907,1.0,1.0,1.0,1.0,0.999950418475,0.999950418475
0.000158489319246,0.999219141581,0.99990023739,0.999618007395,0.997339204268,0.999716877175,0.999995759081,0.999998837737,0.99996826688,0.999965136235,0.999977562499,0.99999903823,0.988023412738,0.999988176209,0.999861300675,0.970607712271,1.0,1.0,1.0,1.0,0.999943334344,0.999943334344
0.000177827941004,0.999151487887,0.999888157666,0.99957216371,0.997063007444,0.999684761542,0.999994936983,0.999998571043,0.999962369962,0.999959933076,0.999974156154,0.999998828503,0.987112895858,0.999986191854,0.999839124752,0.968866296909,1.0,1.0,1.0,1.0,0.999935238363,0.999935238363
0.000199526231497,0.999077979886,0.999874615555,0.999520821258,0.9967582447,0.999649004494,0.999993955523,0.999998243153,0.999955377288,0.999953953435,0.9999702327,0.999998573043,0.986134205819,0.999983874478,0.999813404274,0.967025956386,1.0,1.0,1.0,1.0,0.999925986103,0.999925986103
0.000223872113857,0.99899811229,0.999859434092,0.999463321253,0.996421984261,0.999609193528,0.99999278381,0.999997840025,0.999947085272,0.999947081454,0.999965713644,0.999998261876,0.985082403339,0.999981168195,0.999783573043,0.965081586372,1.0,1.0,1.0,1.0,0.999915412549,0.999915412549
0.000251188643151,0.998911336433,0.999842414913,0.999398926178,0.996050998402,0.999564869505,0.999991384965,0.999997344395,0.999937252509,0.999939183991,0.99996050858,0.999997882856,0.983952217194,0.999978007744,0.999748974546,0.963027881453,1.0,1.0,1.0,1.0,0.999903329179,0.999903329179
0.000281838293126,0.998817056595,0.999823335678,0.999326810427,0.995641734655,0.999515521394,0.999989714962,0.999996735038,0.99992559276,0.999930108045,0.999954513385,0.999997421186,0.982738026007,0.999974316911,0.999708847583,0.960859334953,1.0,1.0,1.0,1.0,0.999889520619,0.999889520619
0.000316227766017,0.998714626011,0.999801947176,0.999246049841,0.995190284443,0.999460580439,0.999987721239,0.999995985858,0.999911766627,0.999919677797,0.999947608135,0.999996858843,0.981433839705,0.999970006696,0.99966230964,0.958570239935,1.0,1.0,1.0,1.0,0.999873740841,0.999873740841
0.000354813389234,0.998603342562,0.999777970084,0.99915561003,0.994692348986,0.99939941367,0.999985341048,0.999995064772,0.999895371691,0.999907691212,0.99993965471,0.999996173875,0.980033280775,0.999964973167,0.999608337624,0.956154691502,1.0,1.0,1.0,1.0,0.999855708819,0.999855708819
0.000398107170553,0.998482444103,0.999751091339,0.999054333318,0.994143202279,0.999331316694,0.999982499478,0.999993932335,0.999875930818,0.999893916129,0.999930494037,0.999995339543,0.97852956545,0.999959094956,0.99954574558,0.953606590602,1.0,1.0,1.0,1.0,0.999835103574,0.999835103574
0.000446683592151,0.998351103415,0.999720960076,0.99894092417,0.993537650989,0.999255505685,0.999979107101,0.999992540051,0.999852878305,0.999878085779,0.999919942911,0.999994323276,0.976915485031,0.999952230338,0.999473158899,0.950919649502,1.0,1.0,1.0,1.0,0.999811558531,0.999811558531
0.000501187233627,0.998208422749,0.999687183077,0.998813932936,0.992869991109,0.999171108497,0.999975057156,0.999990828299,0.999825543461,0.999859893627,0.99990779034,0.999993085403,0.975183387537,0.999944213811,0.999388984506,0.948087399113,1.0,1.0,1.0,1.0,0.999784655089,0.999784655089
0.00056234132519,0.998053427923,0.999649319676,0.998671737705,0.992133961213,0.999077154781,0.999970222194,0.999988723776,0.99979313115,0.99983898746,0.999893793334,0.999991577603,0.97332515995,0.999934852118,0.999291376381,0.945103198384,1.0,1.0,1.0,1.0,0.999753915293,0.999753915293
0.00063095734448,0.997885061955,0.999606876061,0.99851252408,0.991322692205,0.998972565033,0.999964450067,0.999986136361,0.999754698751,0.99981496259,0.999877672058,0.999989741016,0.971332211348,0.999923919593,0.999178195745,0.941960245958,1.0,1.0,1.0,0.999999999999,0.999718793495,0.999718793495
0.000707945784384,0.997702178184,0.99955929889,0.99833426264,0.990428653454,0.998856138432,0.999957559145,0.999982955257,0.999709128855,0.999787354048,0.999859104256,0.999987503951,0.969195457272,0.999911152726,0.999046965083,0.938651594302,1.0,1.0,1.0,0.999999999999,0.999678666871,0.999678666871
0.000794328234724,0.997503532846,0.999505968155,0.998134683833,0.989443595296,0.998726539357,0.999949332607,0.999979044248,0.999655096946,0.999755627631,0.999837718827,0.999984779087,0.966905305734,0.999896243833,0.998894815112,0.935170166539,1.0,1.0,1.0,0.999999999998,0.999632824635,0.999632824635
0.000891250938134,0.997287777081,0.999446189195,0.997911250045,0.988358487897,0.998582282437,0.999939511626,0.999974235866,0.999591033129,0.999719169618,0.999813088439,0.999981460064,0.964451645307,0.999878833651,0.998718423656,0.931508776178,1.0,1.0,1.0,0.999999999997,0.999580455786,0.999580455786
0.001,0.997053448308,0.99937918377,0.997661124531,0.987163456576,0.998421715996,0.999927787235,0.999968324227,0.99951507685,0.999677274969,0.999784721026,0.999977417333,0.961823835827,0.999858502707,0.99851394527,0.927660149979,1.0,1.0,1.0,0.999999999996,0.999520635206,0.999520635206
0.0011220184543,0.996798960953,0.999304080073,0.997381136907,0.985847713793,0.998243003712,0.999913790625,0.999961056218,0.999425023309,0.999629133789,0.999752050008,0.999972493104,0.959010702295,0.999834761247,0.998276930303,0.923616954138,1.0,1.0,1.0,0.999999999993,0.999452307888,0.999452307888
0.00125892541179,0.996522596467,0.999219901579,0.997067744842,0.984399488087,0.998044104328,0.999897081562,0.999952120666,0.999318260109,0.999573815795,0.99971442304,0.999966495191,0.956000532613,0.999807037479,0.998002231967,0.919371823993,1.0,1.0,1.0,0.999999999989,0.999374271086,0.999374271086
0.00141253754462,0.996222492604,0.999125554581,0.9967169916,0.982805950459,0.997822749221,0.999877134576,0.99994113503,0.99919169237,0.999510252502,0.999671089077,0.999959189517,0.952781079902,0.999774663865,0.9976838998,0.914917397439,1.0,1.0,1.0,0.999999999983,0.999285154119,0.999285154119
0.00158489319246,0.995896631915,0.999019814275,0.996324459024,0.981053138829,0.997576417608,0.999853322479,0.999927629041,0.999041654281,0.999437216809,0.999621183492,0.999950290987,0.949339570176,0.999736861129,0.997315057761,0.910246352173,1.0,1.0,1.0,0.999999999972,0.99918339557,0.99918339557
0.00177827941004,0.995542829409,0.998901309233,0.995885215571,0.979125881445,0.997302309193,0.999824896706,0.999911024592,0.998863804707,0.999353299593,0.999563710987,0.999939452375,0.945662716259,0.999692719615,0.996887765094,0.905351446929,1.0,1.0,1.0,0.999999999956,0.999067217587,0.999067217587
0.00199526231497,0.995158719344,0.998768504078,0.99539375895,0.977007720397,0.996997313998,0.999790963877,0.999890611037,0.998653004077,0.999256882909,0.999497525941,0.999926250797,0.941736738863,0.999641177548,0.99639285793,0.900225566748,1.0,1.0,1.0,0.999999999929,0.998934596975,0.998934596975
0.00223872113857,0.994741741099,0.998619680177,0.99484395295,0.974680836672,0.996657979132,0.999750457848,0.999865514832,0.998403169368,0.999146109288,0.999421309847,0.999910171236,0.937547395834,0.999580995708,0.995819769562,0.894861772345,1.0,1.0,1.0,0.999999999885,0.99878323277,0.99878323277
0.00251188643151,0.994289124101,0.998452914134,0.994228958003,0.972125978601,0.996280472256,0.999702106399,0.999834662245,0.998107103486,0.999018846626,0.999333545401,0.999890586499,0.933080020608,0.99951072792,0.995156327296,0.889253353532,1.0,1.0,1.0,0.999999999816,0.998610509959,0.998610509959
0.00281838293126,0.993797871756,0.998266053849,0.993541155052,0.969322395931,0.995860541437,0.999644391536,0.999796733551,0.997756294833,0.998872648015,0.999232486775,0.99986673281,0.928319570969,0.999428686691,0.994388523898,0.883393886627,1.0,1.0,1.0,0.999999999704,0.998413459032,0.998413459032
0.00316227766017,0.993264744363,0.998056691903,0.992772062335,0.966247782278,0.995393471148,0.999575502211,0.999750106782,0.997340682285,0.99870470585,0.999116125514,0.999837680119,0.923250689208,0.999332903221,0.993500261862,0.877277295668,1.0,1.0,1.0,0.999999999525,0.998188711062,0.998188711062
0.00354813389234,0.992686240981,0.997822135981,0.991912244713,0.96287822923,0.994874034108,0.999493278026,0.999692788673,0.996848380188,0.99851179943,0.998982151456,0.999802295981,0.91785777479,0.999221080877,0.992473069205,0.870897917216,1.0,1.0,1.0,0.999999999237,0.997932448055,0.997932448055
0.00398107170553,0.992058580232,0.997559376071,0.990951215253,0.959188196007,0.994296438699,0.999395142241,0.999622329919,0.996265357438,0.998290235199,0.998827907973,0.999759201617,0.912125070591,0.999090541115,0.991285786182,0.864250568379,1.0,1.0,1.0,0.999999998774,0.997640348382,0.997640348382
0.00446683592151,0.991377680036,0.997265048098,0.989877328897,0.955150499192,0.993654271682,0.999278022107,0.999535721207,0.995575064135,0.998035778666,0.998650340751,0.999706718497,0.906036763693,0.998938160662,0.989914223447,0.857330617646,1.0,1.0,1.0,0.99999999803,0.997307527193,0.997307527193
0.00501187233627,0.990639136283,0.996935393708,0.988677668155,0.950736327765,0.992940435985,0.999138254192,0.999429265748,0.994757998915,0.997743576949,0.99844593925,0.99964280341,0.899577101628,0.998760298618,0.988330793769,0.850134057979,1.0,1.0,1.0,0.999999996835,0.996928471894,0.996928471894
0.0056234132519,0.989838200462,0.996566215835,0.987337921014,0.945915289348,0.992147083336,0.998971471987,0.999298423083,0.993791209863,0.99740807081,0.998210669862,0.999564969594,0.892730524762,0.998552711959,0.986504121683,0.842657581509,1.0,1.0,1.0,0.999999994915,0.996496972949,0.996496972949
0.0063095734448,0.988969756294,0.996152829722,0.985842251457,0.940655494232,0.991265541604,0.998772472607,0.999137617838,0.992647722067,0.997022894908,0.997939899707,0.999470190976,0.885481815323,0.998310457698,0.984398638501,0.834898655079,1.0,1.0,1.0,0.99999999183,0.996006050601,0.996006050601
0.00707945784384,0.988028295432,0.99569000905,0.984173163379,0.934923684394,0.990286236763,0.998535058918,0.998940005795,0.991295885653,0.996580764961,0.997628309887,0.999354785998,0.877816263242,0.998027779799,0.981974174206,0.826855595736,1.0,1.0,1.0,0.999999986873,0.995447878454,0.995447878454
