concentration,MCF10A-GM_(Broad)_72_R1,MCF10A-GM_(HMS)_72_R1,MCF10A-H2B_(HMS)_72_R1,MCF10A-HMS_(HMS)_72_R1,MCF10A-OHSU_(HMS)_72_R1,MCF10A-GM_(HMS)_72_R2,MCF10A-H2B_(HMS)_72_R2,MCF10A-HMS_(HMS)_72_R2,MCF10A-OHSU_(HMS)_72_R2,MCF10A-GM_(HMS)_72_R3,MCF10A-H2B_(HMS)_72_R3,MCF10A-HMS_(HMS)_72_R3,MCF10A-OHSU_(HMS)_72_R3,MCF10A-GM_(DToxS)_72_R1,MCF10A-GM_(DToxS)_72_R2,MCF10A-GM_(MEP)_72_R1,MCF10A-GM_(MEP)_72_R2,Median
1e-05,0.999801766716,0.999980689229,0.999841763225,0.999377214871,0.999985626981,0.999745886037,0.999769878781,0.999800630824,0.999971554022,0.999886019642,0.999772531179,0.999652065678,0.999852459483,0.999842413544,0.951530964121,0.999945886505,0.999900128845,0.999900128845
1.1220184543e-05,0.999767533349,0.999975802085,0.999809624634,0.999275663315,0.99998192528,0.999697111792,0.999725706075,0.999761638201,0.999964745186,0.999862465336,0.999728805187,0.999589238657,0.999823118985,0.999792263344,0.943543802472,0.999935741275,0.99988258765,0.99988258765
1.25892541179e-05,0.999727389326,0.99996967814,0.999770959803,0.99915756625,0.999977270242,0.999638978472,0.999673056473,0.999715021501,0.999956306643,0.999834044096,0.999676676031,0.999515071445,0.999787944696,0.999726157545,0.934320092826,0.999923694125,0.999861965902,0.999861965902
1.41253754462e-05,0.999680314569,0.99996200441,0.999724444036,0.999020232729,0.999971416356,0.999569691289,0.999610304172,0.999659290917,0.999945848353,0.999799750571,0.999614529743,0.999427518955,0.99974577711,0.999639022847,0.923696157791,0.999909388552,0.999837722734,0.999837722734
1.58489319246e-05,0.99962511312,0.999952388716,0.999668484003,0.998860535836,0.999964054891,0.999487111729,0.999535511945,0.999592665913,0.999932886942,0.999758371864,0.999540442762,0.999324168001,0.999695226442,0.999524175085,0.911496152237,0.999892401244,0.999809222367,0.999809222367
1.77827941004e-05,0.999560382879,0.999940339656,0.999601163372,0.998674842639,0.99995479762,0.999388691908,0.99944637166,0.999513018647,0.999916823377,0.999708444744,0.999452122707,0.999202171316,0.999634626988,0.999372809433,0.897534519771,0.999872229576,0.999775717476,0.999775717476
1.99526231497e-05,0.999484480154,0.999925241503,0.999520177491,0.99845893311,0.999943156359,0.999271396484,0.999340133497,0.999417806472,0.999896915313,0.999648204071,0.999346837903,0.999058169869,0.999561982457,0.999173330479,0.881619837158,0.999848276755,0.999736329646,0.999736329646
2.23872113857e-05,0.999395478152,0.999906322765,0.999422754939,0.998207906324,0.999928517237,0.999131609787,0.999213521766,0.999303991405,0.999872242817,0.99957552062,0.999221333527,0.998888201414,0.999474900527,0.998910472821,0.863560321943,0.999819834192,0.999690026415,0.999690026415
2.51188643151e-05,0.999291118385,0.999882616808,0.999305563326,0.997916072066,0.99991010835,0.99896502541,0.999062634815,0.99916794412,0.999841665927,0.999487826169,0.999071731899,0.998687592923,0.999370514528,0.998564148245,0.84317122962,0.999786060589,0.999635594307,0.999635594307
2.81838293126e-05,0.999168753791,0.99985291252,0.999164596237,0.997576825687,0.999886959109,0.998766515036,0.99888282609,0.999005329533,0.999803772071,0.999382023249,0.998893413962,0.998450834132,0.999245389733,0.998107937208,0.820284258263,0.999745957109,0.999571607173,0.999571607173
3.16227766017e-05,0.999025282182,0.99981569254,0.998995037609,0.99718250382,0.999857849126,0.998529972674,0.998668562883,0.99881097055,0.999756810952,0.999254376465,0.998680878501,0.998171429001,0.999095411294,0.997507119644,0.794758894901,0.99969833792,0.999496389014,0.999496389014
3.54813389234e-05,0.998857068421,0.999769055893,0.998791099142,0.996724218274,0.99982124399,0.998248129851,0.998413258692,0.998578685934,0.999698613925,0.999100381673,0.998427575025,0.997841721398,0.998915650289,0.996716112645,0.766495371068,0.999641795254,0.999407970346,0.999407970346
3.98107170553e-05,0.998659853434,0.999710621141,0.998545825508,0.99619166513,0.999775214551,0.997912336519,0.998109074449,0.998301097556,0.999626494186,0.998914608581,0.998125705575,0.997452690759,0.9987002037,0.995675150646,0.735448552358,0.999574657953,0.999304036995,0.999304036995
4.46683592151e-05,0.99842864792,0.999637405148,0.998250861213,0.9955729058,0.999717335517,0.997512301622,0.997746683061,0.997969401521,0.999537123243,0.998690511497,0.9977659899,0.996993712877,0.998442003388,0.994306008918,0.701641700142,0.999494942316,0.999181870035,0.999181870035
5.01187233627e-05,0.998157608242,0.999545671375,0.997896171825,0.994854116543,0.999644558086,0.997035786268,0.997314990856,0.997573096748,0.999426378097,0.998420201942,0.997337387598,0.996452280295,0.998132588253,0.992506537458,0.66517867438,0.999400293816,0.999038275352,0.999038275352
5.6234132519e-05,0.997839891644,0.999430740104,0.997469711108,0.994019302712,0.999553050015,0.996468241422,0.99680080851,0.997099663655,0.999289152251,0.998094175691,0.996826769802,0.995813676117,0.997761832775,0.990143748324,0.62625288489,0.999287918031,0.998869501094,0.998869501094
6.3095734448e-05,0.997467487485,0.999286751145,0.996957024148,0.993049973892,0.99943799487,0.995792380885,0.996188463009,0.99653418452,0.999119122117,0.997700985467,0.996218531971,0.995060594316,0.997317623987,0.987045201284,0.585151249272,0.999154498796,0.99867114097,0.99867114097
7.07945784384e-05,0.997031020754,0.999106367291,0.996340775093,0.991924776083,0.999293340181,0.994987679137,0.99545934105,0.995858896017,0.998908458486,0.99722684899,0.995494138179,0.994172698967,0.996785477669,0.982988489092,0.542251670958,0.998996101285,0.99843802104,0.99843802104
7.94328234724e-05,0.996519523574,0.998880403985,0.995600186481,0.9906190773,0.999111481672,0.994029782421,0.994591353164,0.995052663369,0.998647470435,0.996655180367,0.994631586213,0.993126114237,0.996148083178,0.977688782962,0.498013152389,0.998808057272,0.998164067288,0.998164067288
8.91250938134e-05,0.995920169921,0.998597367222,0.994710375478,0.989104503454,0.998882867654,0.992889820375,0.993558306788,0.994090364593,0.998324166275,0.995966030942,0.993604781686,0.991892836565,0.995384764846,0.970784736439,0.452958563479,0.998584829406,0.99784215085,0.99784215085
0.0001,0.995217968141,0.998242877606,0.993641570812,0.987348422298,0.998595503889,0.991533604641,0.992329175612,0.992942172631,0.99792371293,0.995135423697,0.992382808535,0.990440060398,0.99447084639,0.961823671967,0.407651153072,0.998319850757,0.997463907313,0.997463907313
