agent	concentration	time	compartment	RP-Ap32;ratIgG(H+L)	Rb(pS807;pS811);Rb(pS807);Rb(pS811)	H3(pS10)	E2F-1	FOXO1a	c-Myc	Actin	p53;mouseIgG(H+L)/goat	p21	p27Kip1	S6(pS235;pS236)	H2A.X(pS139)	Cyclin-E1	HCSCellMaskDeepRedReagent	FOXO3a;rabbitIgG(H+L)/goat/highlycross-adsorbed	ERK-1(pT202;pY204);ERK-1(pT202);ERK-2(pT185;pY187);ERK-2(pT185)	Cyclin-D1	KI-67	EGFR	PCNA	MitoTrackerGreenReagent
DMSO	0	24	cytosol	-0.327147501979072	-0.206589082641079	-0.034717254599809	-0.20830152359047	0.00695012478006871	-0.0653682635217342	0.0794305256769531	-0.330504495189338	-0.184373600573904	-0.180685817760403	0.0551675219002435	-0.125458874574228	-0.185908912870673	0.202713989721928	-0.177987412157457	0.365637256641638	-0.117484389932852	-0.290740570301986	0.295571562440652	-0.337328051573859	0.258218341593789
DMSO	0	24	nucleus	0.180177802264829	0.100481469387912	-0.0150979891968472	-0.127239581859965	-0.885429694284701	-0.693450641602028	-0.84416364495884	-0.0913851467868198	-0.138564980400907	-0.401525615977909	-0.556690602145336	-0.378307715833951	-0.489869064975722	0.373936902091177	-0.939737258935267	-0.806196464144952	-0.48866015648832	-0.0151695376907782	-0.655933063835317	-0.438266801918748	-0.335362324318263
