agent	concentration	time	compartment	RP-Ap32;ratIgG(H+L)	Rb(pS807;pS811);Rb(pS807);Rb(pS811)	H3(pS10)	E2F-1	FOXO1a	c-Myc	Actin	p53;mouseIgG(H+L)/goat	p21	p27Kip1	S6(pS235;pS236)	H2A.X(pS139)	Cyclin-E1	HCSCellMaskDeepRedReagent	FOXO3a;rabbitIgG(H+L)/goat/highlycross-adsorbed	ERK-1(pT202;pY204);ERK-1(pT202);ERK-2(pT185;pY187);ERK-2(pT185)	Cyclin-D1	KI-67	EGFR	PCNA	MitoTrackerGreenReagent
Paclitaxel	1e-04	72	cytosol	662.987441014333	295.753413726571	143.738405733186	193.702688257993	725.968859702315	131.292979327453	881.578738974642	533.150374862183	176.066240628445	153.75105429989	804.089361631753	147.838477673649	145.291671719956	1845.01623649394	334.828722712238	388.306983737596	206.883993660419	521.539474641676	671.813655457552	515.193228500551	4647.40686521499
Paclitaxel	0.0031623	72	cytosol	1016.51095130748	178.267313796213	144.274010820559	323.772231740307	800.796356176736	130.681021641118	1159.10942741208	1086.17340667268	438.315843101894	179.18442380523	480.10261496844	155.811574391344	150.9203877367	3770.64700270514	506.507182146078	419.063508566276	248.983783588819	332.630727682597	554.70157348963	352.838635707845	9460.15969431921
Paclitaxel	0.01	72	cytosol	1272.61576626016	181.107319105691	164.304077235772	373.691052845528	1075.9798800813	139.458392276423	1436.87263211382	1521.9729898374	470.781721544715	202.736678861789	480.890991869919	165.979473577236	156.918926829268	7547.33138617886	666.514961382114	467.262048780488	291.73818902439	323.589717479675	727.041402439024	411.160026422764	14287.7632113821
Paclitaxel	0.00032	72	cytosol	587.803963941714	251.299912571005	149.850798962707	212.990633242776	380.743563348975	128.50459990121	501.456521610274	373.019870832304	180.563437638923	150.320382563596	439.718421585577	145.802208199555	144.239814028155	2506.7241126204	265.794095579155	267.025758705853	193.597197332675	375.3813941714	571.551341812793	349.775175104964	5561.5649552976
Paclitaxel	0.1	72	cytosol	1546.42820833333	216.664552083333	194.273135416667	377.485885416667	699.784645833333	129.985708333333	2088.23070833333	1556.99258333333	347.25671875	172.616854166667	332.216177083333	151.621760416667	144.316979166667	4743.96278125	683.223114583333	438.512645833333	243.693	250.422822916667	361.95878125	190.886239583333	16776.67921875
Paclitaxel	0.031623	72	cytosol	1496.17590419162	182.854928143713	190.619089820359	399.227784431138	744.199976047904	149.542550898204	1698.30650299401	1586.79834730539	361.868281437126	177.907604790419	300.802383233533	152.603245508982	161.855233532934	6177.51095209581	594.464958083832	442.676778443114	249.165814371257	242.611017964072	397.127149700599	240.251095808383	15360.0333113772
Paclitaxel	0.001	72	cytosol	649.020640769515	213.11163854976	149.164710321865	232.201006289308	424.876392526822	128.152323344432	582.392892711802	532.194091379948	240.186243063263	151.776924898261	342.630263041065	147.972848316685	144.297832038476	2882.49015575287	299.233945985942	293.684992230855	205.917376248613	326.629498705142	486.18901590825	312.151145394007	7049.29419052904
Paclitaxel	1e-04	72	nucleus	2163.37480272109	1643.22247141237	416.125665289926	529.310436022028	2296.08557167153	354.521241415614	1135.95047797214	1593.29569039521	522.34075016197	486.356888969874	860.365120181406	318.368809442825	310.078419825073	2435.43602453839	636.496500323939	445.652556851312	568.878243926142	5053.68290257532	1575.37001206673	6175.35333819242	4904.41615127956
Paclitaxel	0.0031623	72	nucleus	5602.60992222222	584.846611111111	296.01432	2884.29641555556	5211.13120222222	295.471188888889	5716.57978666667	3995.76748888889	2027.15995777778	1377.77393111111	818.492846666667	434.884788888889	308.258351111111	6068.32266222222	1922.54087777778	1073.79623333333	1728.46748888889	1529.71393111111	1782.52262444444	2812.27560444444	9978.17830666667
Paclitaxel	0.01	72	nucleus	6128.20226132404	287.615804878049	235.129405923345	1528.80894599303	1543.94612543554	210.411101045296	2570.59422125436	4202.19459233449	979.388677700348	305.894371080139	244.401005226481	244.263421602787	211.777799651568	4505.98536236934	1324.81832404181	774.978135888502	572.753648083624	362.454505226481	568.03794076655	527.253282229965	14208.203533101
Paclitaxel	0.00032	72	nucleus	1678.24495372436	1293.23416603095	408.615288449082	454.423878013674	2183.89768967254	383.379550269881	957.932430946384	1343.58903663188	458.801130838431	441.309793882692	798.734305001799	283.032357610651	298.616993306945	2958.84609010435	612.400982871536	453.517495501979	507.982030946384	3893.96819877654	1526.32003807125	5389.69938582224	5297.71877639439
Paclitaxel	0.1	72	nucleus	780.503578384798	243.315492874109	201.058059382423	321.616872921615	307.381840855107	199.703529691211	611.542789786223	560.731831353919	263.269465558195	201.859047505938	199.390357482185	205.017066508314	197.608529691211	784.660793349169	418.041211401425	366.091705463183	310.613295724466	298.324623515439	306.461188836104	299.251824228029	2085.06149287411
Paclitaxel	0.031623	72	nucleus	1497.93725440529	244.493161894273	210.667177312775	586.830129955947	903.256371145374	203.697266519824	1266.25187995595	1199.36206828194	434.550302863436	280.809878854626	252.02022907489	232.296029735683	203.160192731278	1906.49501982379	695.676424008811	477.462245594714	448.353718061674	337.172457048458	494.159463656388	464.832015418502	3622.38726211454
Paclitaxel	0.001	72	nucleus	3646.0466754029	1827.48363258994	388.042901676705	933.45064626404	3037.62746312876	376.484695425688	1720.20440013023	2107.25247957024	826.698908676542	580.302073416897	1018.38504867329	372.79238954908	349.238085788703	3524.11995686147	736.657609799772	546.737257528895	919.676176623799	5677.70841022302	1953.10587872375	6229.49193879212	6517.91247257041
