agent	concentration	time	compartment	RP-Ap32;ratIgG(H+L)	Rb(pS807;pS811);Rb(pS807);Rb(pS811)	H3(pS10)	E2F-1	FOXO1a	c-Myc	Actin	p53;mouseIgG(H+L)/goat	p21	p27Kip1	S6(pS235;pS236)	H2A.X(pS139)	Cyclin-E1	HCSCellMaskDeepRedReagent	FOXO3a;rabbitIgG(H+L)/goat/highlycross-adsorbed	ERK-1(pT202;pY204);ERK-1(pT202);ERK-2(pT185;pY187);ERK-2(pT185)	Cyclin-D1	KI-67	EGFR	PCNA	MitoTrackerGreenReagent
Neratinib	0.01	48	cytosol	5581.22700309917	1894.10681921488	363.401173553719	984.861238636364	1530.98078822314	186.898783057851	1339.20223347107	1156.44329545455	508.284279958678	461.593251033058	376.716992768595	300.765438016529	180.95202892562	3360.34177272727	385.065236570248	341.346355371901	461.119767561983	2408.78060640496	497.375666322314	2347.21523760331	3228.56554338843
Neratinib	0.031623	48	cytosol	4733.6023427283	1096.55954678692	244.588418263811	653.1623156708	1038.845421646	164.955394588501	1164.379	1206.456578354	378.220559188275	366.844689966178	240.093310033822	267.108483652762	165.804607666291	3655.30004847802	397.805400225479	257.749579481398	366.689311161218	1148.0760011274	322.795378804961	1679.61500789177	3269.8462638106
Neratinib	0.001	48	cytosol	3584.37819928058	1675.49095107914	285.795217985611	678.566702158273	1493.67605683453	208.967456834532	1232.42700071942	960.537876258993	410.280442446043	318.79267266187	400.819699280576	282.372579136691	193.380164748201	4809.12948057554	349.692414388489	332.721118705036	428.486266906475	2164.55696690647	624.634658992806	2711.06547985611	4984.3476942446
Neratinib	0.31623	48	cytosol	2107.72613534676	156.595180089485	153.021428411633	466.927294183445	692.065957494407	145.193542505593	794.891548098434	871.997086129754	333.471055928412	466.962459731544	172.103219239374	166.84016442953	153.825530201342	4206.53054809843	586.072172259508	192.00386689038	206.83958836689	508.503139821029	200.512616331096	695.41292393736	8064.71040268456
Neratinib	0.0032	48	cytosol	1147.98895565553	718.174695372751	280.279485218509	406.751723650386	1170.20410025707	231.223661953728	838.066064267352	646.488192159383	291.625329691517	259.46486503856	574.72522622108	182.371505784062	192.33089781491	5801.59592544987	337.97944344473	373.928972365039	389.449273136247	1179.1553933162	818.607235218509	1558.99639395887	8736.80975578406
Neratinib	1	48	cytosol	3674.74772029703	175.104101485149	166.793441831683	527.83702970297	470.97461509901	135.977587871287	541.057673267327	1092.42498143564	396.32303960396	312.599418316832	151.812690594059	160.337111386139	148.106951732673	3543.10111509901	577.063001237624	212.977778465347	202.157308168317	333.060831683168	187.634863861386	401.98721039604	7031.85906683168
Neratinib	0.1	48	cytosol	3633.74902354145	372.466451381781	148.827009211873	625.501389969294	481.697339815763	149.15212691914	576.338051177073	1184.2988024565	329.565843398158	265.480875127943	153.350703172979	155.658388945752	158.393933469806	3833.55164994882	446.638386898669	245.006949846469	272.872421699079	351.316368474923	195.156096212897	559.514084953941	6746.14772671443
Neratinib	0.01	48	nucleus	823.840467895741	376.39812460267	258.410391790028	343.083051039869	2608.7320820089	222.020095994914	2191.39327917537	685.684818726728	232.578443374807	299.901752156934	2138.8719378803	225.882151666515	211.322965761511	1835.05777240941	841.114209517755	560.83298946508	342.198135864136	1017.19787812188	3704.64694687131	1613.89888738534	5719.38774934157
Neratinib	0.031623	48	nucleus	832.079180310035	376.858127821594	258.367495376666	261.938906853413	1684.01577250476	205.424429970084	1738.39561653522	620.659209001904	230.721394071254	233.073515637748	1326.71568710906	199.511018629317	198.019360892032	1909.88262510199	834.419099401686	531.514861571934	336.354165760131	891.154923986946	2275.65997973892	1033.99728460702	6313.10981370683
Neratinib	0.001	48	nucleus	734.052563305888	397.836117989747	246.117570296722	289.512781109212	2270.60436569831	218.527101056393	1586.4960477707	654.276978872145	251.559233027808	259.144608124903	1457.28372005593	205.66101701103	205.754306353892	2084.72026922479	864.362788643778	529.568290663353	339.708281808296	943.573493785925	2348.56311061053	1335.4827362902	5918.84805414013
Neratinib	0.31623	48	nucleus	1773.6310768559	296.821181659389	249.487313537118	355.840852401747	1713.45618864629	212.888413100437	3237.89159475983	953.398224454148	250.520109170306	273.092329257642	220.668814847162	215.496893449782	196.9134	4981.10812925764	1909.34111353712	612.682377292576	475.76263930131	415.545125764192	497.144142358079	472.444231441048	18227.2926331878
Neratinib	0.0032	48	nucleus	649.903868193869	313.531816056013	243.121902861804	246.025426959418	1829.92808918496	209.362802120862	1332.31444340969	687.70970491469	230.489554618993	236.964219767521	1405.39041220855	196.943333152063	199.8645221263	1930.04294602678	901.25435272925	598.037715111141	330.51962551832	853.890694446333	2692.66919726735	1143.18147229964	7742.98226368024
Neratinib	1	48	nucleus	1230.10531589147	255.683321705426	216.256476744186	323.225468992248	1464.83833527132	209.909945736434	4092.56952713178	720.896436046512	231.97407751938	299.797317829457	201.562374031008	208.796468992248	189.805294573643	3578.22410658915	1440.46371899225	468.580879844961	371.499236434109	332.835736434109	393.329269379845	337.355986434109	11888.4696860465
Neratinib	0.1	48	nucleus	1335.22558965035	377.139136223776	245.546625454545	330.011662377622	2204.29033622378	219.537792447552	2846.44695636364	834.715771188811	257.896618461538	268.267478321678	740.16924979021	202.696029370629	201.565319160839	3477.29918041958	1281.15926517483	621.572167832168	446.797074125874	752.950772587413	1820.82669034965	1107.50695832168	11063.8880016783
