agent	concentration	time	compartment	RP-Ap32;ratIgG(H+L)	Rb(pS807;pS811);Rb(pS807);Rb(pS811)	H3(pS10)	E2F-1	FOXO1a	c-Myc	Actin	p53;mouseIgG(H+L)/goat	p21	p27Kip1	S6(pS235;pS236)	H2A.X(pS139)	Cyclin-E1	HCSCellMaskDeepRedReagent	FOXO3a;rabbitIgG(H+L)/goat/highlycross-adsorbed	ERK-1(pT202;pY204);ERK-1(pT202);ERK-2(pT185;pY187);ERK-2(pT185)	Cyclin-D1	KI-67	EGFR	PCNA	MitoTrackerGreenReagent
Vorinostat	0.1	72	cytosol	579.790662331038	295.760511604183	148.470723539913	195.33945779138	553.720930374904	130.777052792655	711.94562331038	441.861389696506	180.9745151747	152.600705687325	1046.91471512369	148.329503442999	145.472363682734	1920.02812445805	305.21214103545	338.690446059679	201.626465697526	518.064889313951	992.812516194848	455.207928079572	5337.68455266514
Vorinostat	0.031623	72	cytosol	621.38610662692	307.067872506306	154.213555606512	209.176326989223	512.89669296033	129.285581288695	621.842561568448	489.677968355882	183.079135060766	152.038972483375	570.13617266682	146.569727356111	145.236434074754	1732.26334716808	291.644157303371	317.263091492777	200.09230703967	536.059683100206	578.12363700986	451.53277046549	5460.33139853245
Vorinostat	1	72	cytosol	830.502287693127	236.489537027171	145.317252530634	288.381199254129	413.820000532765	128.28815610016	667.326166755461	346.751920618007	232.466815130527	156.298194992009	246.264396377198	148.400808204582	148.667077250932	2726.50095418221	296.835829515184	312.599687266915	213.511786361215	276.934506126798	340.006549280767	282.359013319126	5945.45854714971
Vorinostat	3.1623	72	cytosol	655.174141942369	151.398370330843	132.160318036286	329.251271077908	337.929805763074	125.159350053362	604.114139807898	315.806893276414	234.876566702241	154.898076840982	209.765740661686	149.727715048026	148.261007470651	1815.36475026681	294.380264674493	241.4616339381	191.243282817503	172.298628601921	236.037020277481	202.675487726788	5941.07444610459
Vorinostat	10	72	cytosol	720.061397631134	141.739480541455	137.383077834179	301.637839255499	440.29410998308	126.119510998308	794.528839255499	368.242544839256	236.566692047377	163.957568527919	149.748150592217	150.75134179357	145.762585448393	2781.64218950931	424.077446700508	230.870055837563	180.885480541455	170.48051607445	183.881565143824	214.460020304569	8977.65960406091
Vorinostat	0.01	72	cytosol	662.713369876072	244.002999761678	148.410712583413	211.34485128694	398.985639180172	126.194143708294	458.095135367016	380.619681839847	176.54582650143	150.175418255481	293.102686844614	145.302988322212	142.697363441373	1873.14638131554	259.752670877026	285.056541468065	187.642294566254	372.920259771211	395.509596758818	285.761929218303	5601.83603789323
Vorinostat	0.31623	72	cytosol	648.830169779853	253.567427284857	144.594832555037	224.775508338893	373.870911607738	125.743222481654	447.537884256171	308.374680787191	192.310751167445	151.409175116745	306.64087658439	147.088375583722	143.175231154103	1981.25271347565	258.33855903936	296.908608405604	192.436162775183	336.571220146765	395.246001000667	266.324655436958	5705.85892261508
Vorinostat	0.1	72	nucleus	5074.70873810611	2043.87354305543	420.456252853621	694.659084923751	1804.92513870879	377.674969226555	831.893556022281	2152.10446324537	477.146042827139	289.263571911241	307.459081910328	262.797983837092	282.575572550452	3746.02416929961	503.88991416309	422.043940096795	482.641052232673	4333.701602776	761.993019815542	4269.58293069126	4789.44950114145
Vorinostat	0.031623	72	nucleus	2274.68337492452	1541.8618062349	403.53971361715	432.688710824275	2118.53472607186	390.766340655193	819.359494640701	1541.01070433273	482.111699879227	345.152218825483	622.876072690217	271.823560386473	294.841707578502	3470.37141289251	598.115799894324	476.701778457126	490.277146512681	4251.10229264795	1276.43106838768	4756.20017927234	5391.81552611715
Vorinostat	1	72	nucleus	5519.50772571253	1946.5478237818	374.967779650628	1346.28793380325	2271.08008335887	358.475832362856	1123.14980753907	1536.3724986209	1146.96571498621	353.45048574931	419.433212687711	397.785473184186	411.230778424762	4868.19310082746	672.927218817039	565.422546429666	1000.60495035244	2829.49056696292	983.24861844928	3950.74999509654	8414.41423230156
Vorinostat	3.1623	72	nucleus	2636.63267183099	809.543447887324	270.992167605634	2668.94587183099	2756.53880140845	275.324025352113	2910.64165070423	1029.60662535211	1067.92715774648	994.219530985916	385.889677464789	587.550674647887	440.415735211268	4522.15234084507	772.016549295775	456.109553521127	1310.16746056338	888.65521971831	750.259290140845	3641.31101830986	5776.8056028169
Vorinostat	10	72	nucleus	609.388876794258	199.369254485646	192.29579007177	333.594571471292	576.023977870813	192.51091895933	749.458409688995	284.694500598086	230.596881578947	260.159847787081	191.016140849282	232.169600478469	214.651255083732	1205.74891477273	437.318150717703	323.793432416268	297.154861543062	284.915444677034	299.231103169856	551.182763755981	1881.79279575359
Vorinostat	0.01	72	nucleus	3518.45074355495	1876.97087205683	464.013191795036	553.600044536675	2207.57296528055	439.080359246548	1027.70474243754	2035.1457615931	524.914964721845	429.242886343683	658.182829435709	299.269664059382	318.882737329396	3552.35406257483	611.967536196025	438.726163061697	536.368548726953	4841.40888522627	1258.18048272009	6227.81057530529	5123.85686263868
Vorinostat	0.31623	72	nucleus	4679.19728327645	2604.93906555255	508.804310933271	718.582804401554	2056.72160621396	394.902245733788	798.932377898082	1941.64725561963	611.576196069201	320.565579616335	719.892413322349	327.080393079911	328.675615982111	3099.01750829705	547.781648228787	468.043593621278	653.63865128869	5295.78602412616	1284.3432497352	5083.97878239379	5339.3441579381
