	0.1	0.3162278	01.0
H3K4me0	0.0321686770648	-0.267716485077	-0.258597200789
H3K4me1	-0.137406748731	-0.347294828236	-0.22557748025
H3K4me2	-0.374830724282	-0.505334340699	-0.465093509724
H3K4me3	-0.279950674353	-0.396841604638	-0.260694012741
H3K4ac1	-0.133082612209	-0.360508045262	-0.418189798924
H3K9me0K14ac0	-0.0845046788799	-0.212848417354	-0.198864264728
H3K9me1K14ac0	-0.103413943523	-0.212679037323	-0.216466020686
H3K9me2K14ac0	-0.120488294965	-0.251124369305	-0.0307180576302
H3K9me3K14ac0	-0.0153998642212	-0.565297015858	-0.0408051802807
H3K9ac1K14ac0	0.000165299403502	-0.344588247923	-0.466406892164
H3K9me0K14ac1	-0.195338757138	-0.578578849068	-0.634273972519
H3K9me1K14ac1	-0.242692132095	-0.502819139002	-0.422824994166
H3K9me2K14ac1	-0.249334618399	-0.471794415171	-0.310728181715
H3K9me3K14ac1	-0.225985581037	-0.285285461679	0.0390332032652
H3K9ac1K14ac1	-0.0621504941359	-0.334720291445	-0.438605058152
H3K9me2S10ph1K14ac0	0.129862646071	-0.421807770452	-2.03231308865
H3K9me3S10ph1K14ac0	-0.0557227679708	-0.144724965832	-0.337483664353
H3K9me2S10ph1K14ac1	0.0742364159173	-0.303236030713	
H3K18ac0K23ac0	-0.306939241488	-0.45175751539	-0.402606335227
H3K18ac1K23ac0	-0.366019481392	-0.68617427769	-0.614240719559
H3K18ac0K23ac1	-0.497492262517	-0.84369696531	-0.877017354676
H3K18ac1K23ac1	-0.212880762267	-0.531068847634	-0.414699909421
H3K18ub1K23ac0	0.168743892494	-0.511133861066	-0.450315819725
H3K27me0K36me0	0.041348956211	-0.536838946842	-0.815628891336
H3K27me1K36me0	-0.074905092727	-0.48597707651	-0.407366847806
H3K27me1K36me1	0.010506769647	-0.544376498832	-0.604498681789
H3K27me1K36me2	-0.230929803116	-0.222594157481	-0.272874271869
H3K27me1K36me3	-0.132976980741	-0.052484529036	-0.0397649965019
H3K27me2K36me0	-0.2089068389	-0.680771799178	-0.464562447683
H3K27me2K36me1	-0.262421942278	-0.555370970836	-0.381454156146
H3K27me2K36me2	-0.0939765079564	0.00851162277534	0.169824104102
H3K27me3K36me0	-0.166731756518	-0.163607322325	0.013467426767
H3K27me3K36me1	-0.321736831102	-0.245427389447	0.104896083516
H3K27ac1K36me0	-0.0566411843103	-0.866586334331	-1.37570190719
H3K27ac1K36me1	-0.229553720131	-0.942429609939	-1.45055826168
H3K27ac1K36me2	0.125146399002	-0.353736953784	-0.398790572705
H3K27ac1K36me3	-0.0160697238089	0.102593957069	0.0160585424845
H3.3K27me0K36me0	-0.299211473863	-0.191334391814	-0.470990953629
H3NORM(41-49)	-0.111632279376	-0.321482351549	-0.0678583720154
H3K56me0	0.025044571062	-0.351666410642	-0.224621111487
H3K79me0	-0.0590537722086	-0.435125827501	-0.292397677199
H3K79me1	0.0355500831631	-0.304529917234	-0.0357032072644
H3K79me2	-0.0234048035079	-0.230602754042	0.118677677163
H3K27me0K36me1	0.180012567966	-0.458037230002	-0.704947204491
H3K27me0K36me2	-0.0543216839727	-0.589818885107	-0.398000391359
H3K27me0K36me3	-0.0727405481199	-0.201990862695	-0.208819848506
