	0.1	0.316228	01.0
H3K4me0	0.262079212127	-0.081747035649	0.16932878532
H3K4me1	0.0786269887825	-0.0128948179887	0.123057638485
H3K4me2	0.0803766122571	-0.17025280629	-0.0212427256907
H3K4me3	0.0356716501608	-0.28035812545	0.0900436081161
H3K4ac1	0.137443480366	0.0489805903005	0.125423092963
H3K9me0K14ac0	-0.0625146594157	0.173791704236	0.0976223054326
H3K9me1K14ac0	0.0920549703337	0.117578891816	0.35622227659
H3K9me2K14ac0	0.0332725417476	0.148781945937	0.272493191366
H3K9me3K14ac0	-0.0275525643087	0.101641622292	0.309357607312
H3K9ac1K14ac0	0.0380162538079	0.0547605350244	0.129668579452
H3K9me0K14ac1	-0.0672535496071	-0.19577606803	-0.189149876003
H3K9me1K14ac1	-0.00615675640122	-0.037257945107	-0.056912690871
H3K9me2K14ac1	0.039047286911	-0.101765984301	-0.0069256213161
H3K9me3K14ac1	-0.0138684051031	-0.00910892605243	0.0325328568661
H3K9ac1K14ac1	0.089472603074	-0.187442253423	0.12700502203
H3K9me2S10ph1K14ac0	-0.206958500704	-1.7594011339	-0.890421807176
H3K9me3S10ph1K14ac0	-0.306809239518	-1.02727001993	-1.10226880847
H3K9me2S10ph1K14ac1	-0.517602662664		-1.30732947746
H3K18ac0K23ac0	0.484421400755	0.283544315387	0.325254455976
H3K18ac1K23ac0	0.0112174375509	-0.171364293712	-0.0877288079072
H3K18ac0K23ac1	-0.0745189708038	0.0176319841455	-0.17903902287
H3K18ac1K23ac1	0.0479246656434	-0.168657654411	-0.0631008215432
H3K18ub1K23ac0	-0.0184388939515	-0.510699222407	-0.744107375988
H3K27me0K36me0	0.0532652773015	-0.148915064201	-0.146266343251
H3K27me1K36me0	0.0807559660194	-0.137500254162	0.00282915296929
H3K27me1K36me1	0.168040847209	-0.180220873563	-0.0725175713021
H3K27me1K36me2	0.151168923674	0.23049441816	0.170172602074
H3K27me1K36me3	0.041658648772	-0.053002825053	0.132617323453
H3K27me2K36me0	-0.021867496349	-0.223883567183	0.041643142955
H3K27me2K36me1	-0.00569993154156	-0.0121193503899	-0.0928031344921
H3K27me2K36me2	-0.163940488841	0.0453129123353	0.195157231831
H3K27me3K36me0	-0.0277606764132	0.0216114207384	0.0690311855952
H3K27me3K36me1	-0.0174562444885	0.0273589290981	0.142533682085
H3K27ac1K36me0	-0.395739693821	-0.91893393365	-0.843269593123
H3K27ac1K36me1	-0.445001006101	-1.16980740706	-1.08301390731
H3K27ac1K36me2	-0.0890426441772	-0.414021485765	-0.497573302185
H3K27ac1K36me3	-0.0172266530124	-0.337690558521	-0.276585741593
H3.3K27me0K36me0	0.128772231146	-0.397298434002	-0.0729194555122
H3NORM(41-49)	-0.00776342650791	-0.112660795702	0.0142698716535
H3K56me0	0.242833116854	0.924241615201	0.07610010131
H3K79me0	0.21787191241	1.03575684987	0.131230160314
H3K79me1	0.144766489828	1.31108891564	0.419259424993
H3K79me2	0.365497234694	-0.0335035152763	0.336923977492
H3K27me0K36me1	0.173548471372	-0.170247239564	-0.267206123675
H3K27me0K36me2	0.139285802466	-0.0734080964819	-0.00870023456035
H3K27me0K36me3	0.221631253736	0.0229186518134	0.127878740254
