concentration,MCF10A-GM_(Broad)_72_R1,MCF10A-GM_(HMS)_72_R1,MCF10A-H2B_(HMS)_72_R1,MCF10A-HMS_(HMS)_72_R1,MCF10A-OHSU_(HMS)_72_R1,MCF10A-GM_(HMS)_72_R2,MCF10A-H2B_(HMS)_72_R2,MCF10A-HMS_(HMS)_72_R2,MCF10A-OHSU_(HMS)_72_R2,MCF10A-GM_(HMS)_72_R3,MCF10A-H2B_(HMS)_72_R3,MCF10A-HMS_(HMS)_72_R3,MCF10A-OHSU_(HMS)_72_R3,MCF10A-GM_(DToxS)_72_R1,MCF10A-GM_(DToxS)_72_R2,MCF10A-GM_(MEP)_72_R1,MCF10A-GM_(MEP)_72_R2,Median
1e-05,0.999990477661,0.999999294846,0.99999999008,0.99998620966,0.999999928655,0.999992460114,0.999999999843,0.999997095581,0.999999964465,0.999998562919,0.999999706139,0.999990605591,0.999998718573,0.999999869907,0.999932880989,0.999996137532,0.999998291961,0.999998291961
1.1220184543e-05,0.99998906993,0.999999163841,0.99999998772,0.999984002429,0.999999913614,0.999991255613,0.999999999798,0.999996581355,0.99999995677,0.999998306223,0.999999649009,0.99998911499,0.999998478511,0.999999837185,0.999920906843,0.999995517456,0.999997995701,0.999997995701
1.25892541179e-05,0.999987454091,0.999999008498,0.999999984799,0.999981441923,0.999999895402,0.999989858695,0.99999999974,0.999995976086,0.999999947409,0.999998003676,0.999999580771,0.99998738788,0.999998193476,0.999999796233,0.999906796742,0.999994797833,0.999997648054,0.999997648054
1.41253754462e-05,0.999985599379,0.999998824295,0.999999981183,0.999978471602,0.999999873351,0.999988238621,0.999999999665,0.999995263654,0.999999936022,0.999997647087,0.999999499267,0.999985386735,0.999997855043,0.99999974498,0.999890169774,0.999993962683,0.999997240107,0.999997240107
1.58489319246e-05,0.999983470484,0.99999860587,0.999999976706,0.999975025876,0.999999846651,0.999986359743,0.999999999568,0.999994425088,0.999999922168,0.999997226803,0.999999401917,0.999983068077,0.999997453209,0.999999680836,0.999870577133,0.999992993461,0.999996761402,0.999996761402
1.77827941004e-05,0.999981026872,0.999998346865,0.999999971165,0.99997102866,0.999999814321,0.999984180719,0.999999999444,0.999993438056,0.999999905315,0.999996731447,0.999999285641,0.999980381528,0.999996976095,0.999999600558,0.999847490036,0.999991868642,0.999996199666,0.999996199666
1.99526231497e-05,0.999978222023,0.999998039742,0.999999964306,0.999966391694,0.999999775176,0.999981653601,0.999999999283,0.999992276271,0.999999884812,0.99999614761,0.99999914676,0.999977268721,0.999996409599,0.999999500088,0.999820285491,0.999990563249,0.999995540497,0.999995540497
2.23872113857e-05,0.999975002537,0.999997675562,0.999999955815,0.999961012592,0.999999727779,0.999978722787,0.999999999076,0.999990908796,0.99999985987,0.999995459487,0.999998980878,0.999973662026,0.999995736977,0.999999374347,0.999788229545,0.999989048291,0.999994766995,0.999994766995
2.51188643151e-05,0.999971307123,0.999997243723,0.999999945304,0.999954772589,0.999999670389,0.999975323788,0.99999999881,0.999989299214,0.999999829526,0.99999464845,0.999998782746,0.999969483086,0.999994938348,0.999999216979,0.999750457552,0.999987290129,0.999993859331,0.999993859331
2.81838293126e-05,0.99996706543,0.999996731658,0.999999932292,0.999947533913,0.9999996009,0.999971381818,0.999999998466,0.999987404663,0.999999792613,0.999993692544,0.999998546095,0.999964641113,0.999993990105,0.999999020029,0.999705950965,0.99998524972,0.999992794233,0.999992794233
