concentration,MCF10A-GM_(Broad)_72_R1,MCF10A-GM_(HMS)_72_R1,MCF10A-H2B_(HMS)_72_R1,MCF10A-HMS_(HMS)_72_R1,MCF10A-OHSU_(HMS)_72_R1,MCF10A-GM_(HMS)_72_R2,MCF10A-H2B_(HMS)_72_R2,MCF10A-HMS_(HMS)_72_R2,MCF10A-OHSU_(HMS)_72_R2,MCF10A-GM_(HMS)_72_R3,MCF10A-H2B_(HMS)_72_R3,MCF10A-HMS_(HMS)_72_R3,MCF10A-OHSU_(HMS)_72_R3,MCF10A-GM_(DToxS)_72_R1,MCF10A-GM_(DToxS)_72_R2,MCF10A-GM_(Neuro)_72_R2,MCF10A-GM_(Neuro)_72_R3,MCF10A-GM_(MEP)_72_R1,MCF10A-GM_(MEP)_72_R2,Median
0.00011220184543,0.866204797706,0.99216527592,0.999329474652,0.987738836568,0.99953972993,0.987162457785,0.999579200917,0.984268549879,0.999611179325,0.993531300306,0.995779239794,0.980850535979,0.987182499713,0.635448679576,0.530596977645,0.736019425743,0.842853737073,0.957832480248,0.945614954965,0.945614954965
0.000125892541179,0.853667924563,0.990870350473,0.999175753814,0.985525928842,0.999431584938,0.985190169059,0.999479268071,0.981720269041,0.999518465183,0.992433735104,0.994986741834,0.977838415601,0.985093009759,0.607406644093,0.514908620896,0.731659947307,0.815444074272,0.954148812458,0.941538988431,0.941538988431
0.000141253754462,0.840243734557,0.989364127847,0.998986836332,0.982921189685,0.999298053818,0.982920161115,0.999355622402,0.97876939319,0.999403660302,0.991151757784,0.994046525038,0.974366412607,0.982669284138,0.579141098265,0.499682048177,0.727239786326,0.785174568665,0.950165523624,0.937185622467,0.937185622467
0.000158489319246,0.825922778777,0.98761310169,0.998754686154,0.979858189349,0.999133189778,0.980309233037,0.999202647554,0.975355853831,0.999261510206,0.98965504928,0.992931498238,0.970368982813,0.979860095574,0.550910690737,0.484960843448,0.722758472392,0.752364230226,0.945862228996,0.932540272544,0.932540272544
0.000177827941004,0.810705629438,0.985578796917,0.998469444057,0.976260379549,0.998929659467,0.977308484198,0.999013402462,0.971411837026,0.999085515409,0.987908549073,0.991609782745,0.965772793474,0.97660714366,0.522972789159,0.470781477791,0.718215544125,0.717510677395,0.941217867459,0.927588240163,0.927588240163
0.000199526231497,0.79460420069,0.983217155121,0.998119019932,0.972039996008,0.998678423096,0.973862748784,0.998779311832,0.966861205313,0.998867638985,0.98587180262,0.990043940124,0.960496317953,0.972844349625,0.495574189482,0.457173226703,0.713610549665,0.681271853406,0.93621081424,0.922314823979,0.922314823979
0.000223872113857,0.777642897302,0.980477888376,0.997688596927,0.9670970216,0.998368342543,0.969910037798,0.998489785856,0.961619032162,0.998597946816,0.983498251977,0.988190105843,0.954449600709,0.968497179556,0.468942626399,0.444158263895,0.708943047178,0.644422835195,0.930819023107,0.916705448115,0.916705448115
0.000251188643151,0.759859506877,0.977303818014,0.997160029926,0.96131830136,0.997985702188,0.965381015331,0.998131753805,0.955591319802,0.998264165767,0.980734477953,0.985997030502,0.947534272761,0.963482041227,0.443279685393,0.431751910266,0.704212605373,0.60779245299,0.92502020118,0.910745808364,0.910745808364
0.000281838293126,0.741305751333,0.973630223606,0.996511118212,0.954576935663,0.997513624469,0.960198545589,0.997689093288,0.948674990989,0.997851142162,0.977519408896,0.983405037519,0.939643915865,0.957705815848,0.418755544325,0.419963012787,0.699418804016,0.572190125396,0.918792019193,0.904422036641,0.904422036641
0.000316227766017,0.722047420601,0.969384238502,0.995714729509,0.946732119589,0.996931359215,0.954277358847,0.997141933753,0.940758266655,0.997340179811,0.973783520483,0.980344916753,0.930664891501,0.951065605179,0.395505761384,0.408794425916,0.694561234463,0.53833626436,0.912112359642,0.897720883694,0.897720883694
0.000354813389234,0.702164026568,0.964484342294,0.994737750393,0.937629643105,0.996213422829,0.947523898054,0.996465809503,0.931721562548,0.996708233401,0.969448063143,0.976736788559,0.920477765722,0.943448796277,0.373630112171,0.39824356788,0.689639500189,0.50680851476,0.904959604635,0.890629919541,0.890629919541
0.000398107170553,0.681747938223,0.958840017506,0.993539836677,0.927103314268,0.995328560667,0.939836422933,0.99563063424,0.921439055896,0.995926929707,0.964424369448,0.972488993549,0.908959469341,0.934733569337,0.353193293144,0.38830302525,0.684653217335,0.478011452469,0.897312964313,0.883137750552,0.883137750552
0.000446683592151,0.660902988765,0.952351657611,0.992071937783,0.914977608674,0.994238503995,0.931105464226,0.994599466458,0.909781083198,0.994961386013,0.958613313432,0.967497090786,0.89598632955,0.924789996595,0.334227173162,0.378961181525,0.679602015247,0.452171154846,0.889152845599,0.875234251427,0.875234251427
0.000501187233627,0.639742579888,0.944910835228,0.990274572514,0.901071871029,0.992896492607,0.921214735724,0.993327033611,0.89661752614,0.993768793188,0.951905017256,0.961643082435,0.881438087674,0.913481898303,0.316734198659,0.370202848446,0.674485537034,0.429350616291,0.880461259524,0.86691080955,0.86691080955
0.00056234132519,0.618387344538,0.9364010616,0.988075841912,0.885206382144,0.991245536757,0.910042623665,0.991757984082,0.881822316451,0.992296730956,0.944178927541,0.954795026076,0.865202971128,0.90066963017,0.300691538616,0.362009882265,0.669303440124,0.409478850963,0.87122226364,0.858160578388,0.858160578388
0.00063095734448,0.596962463298,0.926699188183,0.985389180812,0.867210535511,0.98921639957,0.897464378508,0.989824841437,0.865279133534,0.990481186835,0.935304412386,0.946807245922,0.847183809344,0.886213968017,0.286055582502,0.354361770818,0.664055396824,0.392385985292,0.861422433973,0.848978735771,0.848978735771
0.000707945784384,0.575594757557,0.915677614105,0.982110876876,0.846933218526,0.986725296365,0.883355128698,0.987445647998,0.846888272858,0.988244260421,0.925142057815,0.93752140762,0.82730506931,0.869981220994,0.272766462776,0.347236180802,0.658741094887,0.377837998209,0.851051358701,0.839362741959,0.839362741959
0.000794328234724,0.554409701108,0.903207463113,0.978117429282,0.824255245032,0.983671334362,0.867593814408,0.984521308314,0.826574523829,0.985491554805,0.913545864266,0.926768771187,0.805520537522,0.851849635023,0.260752348302,0.340609457964,0.653360238084,0.365566971292,0.8401021433,0.829312591628,0.829312591628
0.000891250938134,0.533528498772,0.889162872382,0.973262884817,0.799103331735,0.979933760472,0.850068095651,0.980932683133,0.804295715294,0.982109292096,0.900366552591,0.914373971038,0.78182120102,0.831717034996,0.249933333056,0.334457075828,0.647912546773,0.35529488783,0.828571914405,0.81883105309,0.81883105309
0.001,0.513065374953,0.873426484248,0.967376383494,0.771464670533,0.975369152988,0.830680218305,0.976537547811,0.780051378402,0.977961246858,0.885456175199,0.900160673416,0.756242701129,0.809509493842,0.240224816325,0.328754031076,0.642397758476,0.34675068164,0.816462307255,0.80792388745,0.80792388745
0.0011220184543,0.493125197519,0.855896141563,0.960260275088,0.741400678395,0.969808792809,0.809353720589,0.97116762436,0.75389076745,0.972885678228,0.86867417969,0.883959406024,0.728871581361,0.785190613551,0.23154033077,0.323475185718,0.636815628455,0.339681254336,0.803779919457,0.796600039952,0.796600039952
0.00125892541179,0.473801535292,0.836492652221,0.951689334796,0.709058105628,0.963056588493,0.786040732425,0.964626032089,0.725919311381,0.966692567576,0.849894977213,0.865617715244,0.69984946655,0.758770774906,0.223793820719,0.318595557774,0.63116593029,0.333857643889,0.790536712164,0.784871795567,0.784871795567
0.00141253754462,0.455175213903,0.815168309008,0.941411805373,0.674675485147,0.954888111163,0.760729469083,0.956685684822,0.69630249353,0.959161641782,0.829016915901,0.845012557907,0.669374335873,0.730315492174,0.216901405164,0.314090563361,0.625448456458,0.329077610004,0.776750338802,0.772754890974,0.772754890974
0.00158489319246,0.437313398802,0.791915638838,0.929153203904,0.63858304603,0.945051515237,0.73345136497,0.947089392555,0.665266225618,0.950041884997,0.805972347833,0.822064464795,0.63769821986,0.699951844399,0.210782679725,0.309936213837,0.619663018909,0.325165770487,0.76244438144,0.760268575544,0.760268575544
0.00177827941004,0.420269199374,0.766775636674,0.914624008246,0.601194784583,0.93327135736,0.704287159273,0.935552686332,0.633093027692,0.939053503551,0.780738215886,0.796752536802,0.605120968729,0.667871903259,0.205361621682,0.306109272198,0.613809449644,0.321972201928,0.747648475905,0.747435614773,0.747435614773
0.00199526231497,0.404081757815,0.739844555536,0.897532400391,0.562992374248,0.91925652816,0.673371165511,0.921770633919,0.600113747692,0.925893574449,0.75334630239,0.769128809375,0.57198017936,0.634332191134,0.200567164639,0.302587373104,0.607887601291,0.319370185045,0.732398309004,0.734282230792,0.734282230792
0.00223872113857,0.388776762691,0.711278228348,0.877603071308,0.524501855676,0.902713587708,0.640892966465,0.905430065221,0.566695105536,0.910246803318,0.723892024531,0.739330055294,0.538637866469,0.599648511905,0.196333506783,0.299349110967,0.601897347676,0.31725356917,0.716735474698,0.720837976231,0.720837976231
0.00251188643151,0.37436731126,0.681292944452,0.854602535761,0.486265311095,0.883366607088,0.607095902314,0.886228542107,0.533223934657,0.891802815647,0.692540499879,0.707584842364,0.505464928356,0.564185989837,0.192600210938,0.296374100399,0.595838584393,0.315534066251,0.700707180794,0.707135539616,0.707135539616
0.00281838293126,0.360855036688,0.650162132499,0.828370331044,0.448810672407,0.86098399227,0.572271972952,0.863900901169,0.500089499677,0.870281024788,0.659528614183,0.67421378319,0.472824791565,0.528344766049,0.189312147328,0.293643013113,0.589711229367,0.314138662774,0.684365803473,0.693210482671,0.693210482671
0.00316227766017,0.348231415521,0.618208516919,0.79885384161,0.412623176971,0.835411545826,0.536753138973,0.838253075869,0.467665578132,0.845463155849,0.625162062675,0.639621521519,0.441057746803,0.492542428802,0.186419322043,0.29113759503,0.583515223416,0.313007252507,0.667768293523,0.679100912303,0.679100912303
0.00354813389234,0.336479175856,0.585791973876,0.766142475091,0.378121662833,0.806609167675,0.500899432792,0.809201061409,0.436294032729,0.81723180952,0.589806824483,0.604280088584,0.41046738056,0.457194762144,0.183876626539,0.288840667061,0.577250530804,0.312090535945,0.650975445013,0.664847092472,0.664847092472
0.00398107170553,0.325573735906,0.553293922238,0.73049500026,0.345641980079,0.774686327112,0.465084711077,0.77681045596,0.406271359254,0.785611079843,0.553875223205,0.56870466609,0.381310188367,0.422696670082,0.181643536438,0.286736112601,0.570917139787,0.311348196368,0.634051044055,0.650491003482,0.650491003482
0.00446683592151,0.31548461452,0.52109962165,0.6923528354,0.315428542711,0.739929350784,0.429681211214,0.741329528248,0.3778392321,0.75080262562,0.517807512193,0.533424194839,0.35378899847,0.389405104709,0.179683781676,0.284808854483,0.564515063154,0.310747341229,0.617060921501,0.636075858436,0.636075858436
0.00501187233627,0.30617676807,0.489580091227,0.652332824577,0.287633776368,0.702812611471,0.395044249022,0.703207193323,0.351179491307,0.713208630714,0.482050638567,0.498950293881,0.328050335439,0.357625503433,0.177965004738,0.283044823731,0.558044338754,0.310261186228,0.600071938688,0.621645588349,0.621645588349
0.0056234132519,0.297611820866,0.459075425468,0.611196080028,0.262324206019,0.663986873575,0.361498374073,0.663087798121,0.326413443231,0.673432975198,0.447036317636,0.465748303019,0.304185405119,0.327602700516,0.176458419348,0.281430922149,0.551505030018,0.309867954546,0.583150939034,0.607244308813,0.607244308813
0.0063095734448,0.28974916797,0.429881053355,0.569794471168,0.239491329772,0.624241850744,0.329326087558,0.621778029811,0.303604883647,0.632254673589,0.41316066902,0.434213825108,0.282234052837,0.299516643986,0.175138478437,0.279954980482,0.544897226472,0.309549962621,0.566363700222,0.592915781891,0.592915781891
0.00707945784384,0.282546939361,0.402238018794,0.52900193512,0.219065258942,0.584445880322,0.298759871335,0.580187294628,0.282765957137,0.590573274448,0.380767396451,0.40465705696,0.262190866088,0.273482650306,0.173982557376,0.278605713579,0.538221044227,0.309292865129,0.549773921703,0.578702887137,0.578702887137
0.00794328234724,0.275962822693,0.376327765871,0.48964197334,0.200929285198,0.545471736349,0.269977849036,0.539249891373,0.263864852773,0.5493330692,0.350135904132,0.37729577602,0.244012556098,0.249555467236,0.172970656317,0.277372673772,0.531476626475,0.309085034198,0.533442280208,0.564647115237,0.564647115237
0.00891250938134,0.26995474824,0.352271318545,0.452423794981,0.184933927718,0.508121641591,0.243102981068,0.499842617081,0.246834377254,0.509439068812,0.321474978765,0.352256469335,0.227625829052,0.227736143195,0.172085123789,0.276246203452,0.524664143951,0.308917050777,0.517425582227,0.55078809677,0.55078809677
0.01,0.26448144421,0.330132260233,0.417897106924,0.170909482704,0.473064779341,0.218205351889,0.462712833509,0.231580594946,0.471680217963,0.294921899581,0.32958205284,0.212935105743,0.207980621547,0.171310402506,0.275217387619,0.517783795394,0.308781289066,0.501776037113,0.537163177092,0.537163177092
0.011220184543,0.259502873614,0.309922609182,0.386430560982,0.158676542117,0.440796941541,0.195306880718,0.428428870489,0.217990926944,0.436673104885,0.270546215937,0.309244080571,0.199829626573,0.190209055157,0.170632797419,0.274278007058,0.51083580799,0.308671577721,0.486540668217,0.523807046411,0.523807046411
0.0125892541179,0.254980565609,0.291610565012,0.358213288213,0.148054308976,0.411625953113,0.17438768631,0.397358337502,0.205941313231,0.404833481917,0.248357040026,0.291157273489,0.18818965434,0.174315015681,0.170040265441,0.273420492606,0.503820437791,0.308582924166,0.471760872568,0.510751431873,0.510751431873
0.0141253754462,0.250877854891,0.275129143456,0.333274617214,0.138866791704,0.385680521931,0.155393348146,0.369673032845,0.195302231887,0.376375740334,0.228312558642,0.275194484208,0.177891638818,0.160173997248,0.169522225851,0.272637880895,0.496737970127,0.308511290557,0.457472132726,0.498024856105,0.498024856105
0.0158489319246,0.247160042627,0.260384869926,0.311514957747,0.130947114811,0.362936074074,0.138242400311,0.345374033892,0.185943520252,0.351334685702,0.210330534548,0.26120069356,0.168812324411,0.147650839846,0.169069390123,0.271923771825,0.489588719988,0.308453411935,0.443703877925,0.485652464216,0.485652464216
0.0177827941004,0.243794491779,0.247265912481,0.292740877806,0.124140256797,0.343249669184,0.122833535384,0.32432834257,0.177738050238,0.329601021213,0.194298775896,0.249005159141,0.160831863485,0.136605893721,0.168673609763,0.271272287974,0.482373032397,0.308406648771,0.430479485879,0.473655918917,0.473655918917
0.0199526231497,0.240750668647,0.235649253766,0.276698886107,0.118304541587,0.326396852087,0.109052152169,0.306308911116,0.170564376695,0.310961896176,0.180084827178,0.238431301901,0.153836047127,0.126899897826,0.168327740717,0.27067803605,0.47509128275,0.308368867463,0.417816411973,0.462053361321,0.462053361321
0.0223872113857,0.238000141298,0.225406696875,0.263104467041,0.113312188855,0.312105307592,0.0967760287878,0.291031947378,0.164308511318,0.295139757278,0.167544415557,0.229304272692,0.147717788383,0.118397649942,0.168025522853,0.270136070462,0.467743877146,0.308338343573,0.405726429092,0.450859433116,0.450859433116
0.0251188643151,0.235516544217,0.216409654469,0.251664818477,0.109049188324,0.300082471463,0.0858800271552,0.278187954461,0.158864983792,0.281825344143,0.156528431039,0.221456375456,0.142377997694,0.110970608577,0.167761473119,0.269641859022,0.460331252687,0.308313683491,0.394215959142,0.440085354345,0.440085354345
0.0281838293126,0.233275517258,0.208532779309,0.242095159989,0.105414715732,0.290036170312,0.0762398295203,0.267465192688,0.154137344912,0.27070307511,0.146888407615,0.214730652068,0.137725982662,0.104498595669,0.167530791012,0.26919125078,0.452853877751,0.308293761051,0.383286476339,0.429739049939,0.429739049939
0.0316227766017,0.23125462572,0.20165656116,0.234129335913,0.10232026129,0.281688658424,0.0677347725856,0.258565804637,0.15003825009,0.261468813799,0.13848060124,0.208982981389,0.133679489679,0.0988707739524,0.16732927508,0.268780445939,0.445312252252,0.308277666268,0.372934962423,0.419825317402,0.419825317402
0.0354813389234,0.229433267251,0.195669047807,0.227525823472,0.0996885993903,0.274785107437,0.0602498833031,0.251215698518,0.146489240986,0.25384101639,0.131168835837,0.204083038809,0.130164487275,0.0939860622284,0.167153249289,0.268405967801,0.437706907858,0.308264663872,0.36315439493,0.410346027768,0.410346027768
0.0398107170553,0.227792570228,0.190466855901,0.222070319108,0.0974526928577,0.269097834622,0.0536772382251,0.245169597749,0.143420321474,0.247566672266,0.12482632183,0.19991442557,0.127114772855,0.089753132524,0.166999498174,0.268064636667,0.430038408197,0.308254159788,0.353934251338,0.401300351879,0.401300351879
0.0446683592151,0.226315287398,0.185955629066,0.217575956329,0.0955545965204,0.264427501798,0.0479167710286,0.240212634283,0.140769403854,0.242423471554,0.119336655286,0.196374226361,0.124471467458,0.0860901102922,0.166865209791,0.26775354561,0.422307349025,0.308245674041,0.345261014013,0.392685004391,0.392685004391
0.0501187233627,0.224985687733,0.182050083194,0.213882010535,0.0939444028173,0.260602323669,0.04287664571,0.236159659281,0.138481683268,0.238219446153,0.114594190826,0.193372200384,0.122182448133,0.0829240757145,0.16674792557,0.267470038021,0.414514358368,0.308238818848,0.337118663305,0.384494498347,0.384494498347
0.056234132519,0.223789448827,0.178673757256,0.210851736282,0.0925792556529,0.257476088646,0.0384733001562,0.232853183509,0.136508983149,0.234791066949,0.110503956537,0.190829761688,0.120201754767,0.0801904428033,0.166645496294,0.267211686843,0.406660096637,0.308233280917,0.329489148612,0.376721403919,0.376721403919
0.063095734448,0.222713551579,0.175758565715,0.208369794686,0.0914224467376,0.254925571772,0.0346312494593,0.230160608047,0.134809102237,0.232000516374,0.106981250567,0.188678862302,0.118488997875,0.0778322743741,0.16655604346,0.266976275393,0.398745256711,0.308228807146,0.322352829678,0.369356605651,0.369356605651
0.0707945784384,0.221746178457,0.173244227876,0.206339576673,0.0904426002616,0.252847732856,0.0312827225875,0.227971193994,0.133345183977,0.229732629604,0.103951030853,0.186860857349,0.117008785554,0.0757995754058,0.166477925405,0.266761779666,0.390770563984,0.308225193057,0.315688882653,0.362389553423,0.362389553423
0.0794328234724,0.220876616243,0.171077631322,0.20468061295,0.0896129460826,0.251156949276,0.0283671911869,0.226193056276,0.132085121673,0.227891821183,0.101347183734,0.185325404641,0.115730181492,0.0740485947696,0.166409707612,0.266566352046,0.382736776388,0.30822227346,0.309475667488,0.355808503231,0.355808503231
0.0891250938134,0.220095163876,0.169212171337,0.203326179375,0.088910677968,0.24978242905,0.0258308360897,0.22475034818,0.131001007211,0.226399184845,0.0991117352452,0.184029431289,0.114626201092,0.0725411554929,0.1663501367,0.266388306303,0.374644684378,0.308219914903,0.30369105498,0.349600744714,0.349600744714
0.1,0.219393045746,0.167607095903,0.202221150415,0.0883163912504,0.248665878363,0.0236259858447,0.223580721795,0.130068627106,0.225189865083,0.0971940508271,0.182936185343,0.113673349269,0.0712440262456,0.166298117655,0.266226103811,0.366495110886,0.308218009579,0.298312713244,0.343752813154,0.343752813154
0.11220184543,0.218762330614,0.166226876228,0.201320117078,0.0878135931094,0.247759451116,0.0217105523045,0.222633096547,0.129267006771,0.22421074041,0.095550054865,0.182014380364,0.112851200952,0.0701283411899,0.166252693889,0.266078340886,0.358288911237,0.308216470393,0.293318354541,0.338250684429,0.338250684429
0.125892541179,0.218195856195,0.165040615385,0.200585763492,0.0873882782469,0.247023979384,0.0200474808501,0.221865735318,0.128578001965,0.223418421931,0.0941414904819,0.181237433978,0.112142023588,0.0691690713264,0.166213029802,0.265943737163,0.350026973036,0.308215226987,0.288685944297,0.333079952,0.333079952
0.141253754462,0.217687159302,0.164021502223,0.199987483809,0.0870285627454,0.246427467219,0.0186042270048,0.221244609084,0.127985935122,0.222777549839,0.0929352317657,0.180582797111,0.111530439822,0.0683445476718,0.166178395522,0.265821124945,0.341710216015,0.308214222523,0.284393874745,0.328225985615,0.328225985615
0.158489319246,0.217230411399,0.16314631374,0.199500215017,0.0867243692099,0.245943822041,0.0173522667372,0.220742021692,0.127477273503,0.222259359791,0.0919026546348,0.180031367962,0.111003127789,0.0676360347184,0.166148153561,0.26570943943,0.333339591847,0.308213411085,0.280421106078,0.323674071818,0.323674071818
0.177827941004,0.216820359345,0.16239496638,0.199103459263,0.0864671567781,0.245551794813,0.0162666444252,0.220335462949,0.12704034573,0.221840486795,0.0910190683289,0.179566983402,0.110548556112,0.0670273514321,0.166121747145,0.265607709775,0.324916083924,0.30821275558,0.276747278208,0.319409536773,0.319409536773
0.199526231497,0.216452271053,0.16175011485,0.198780469662,0.0862496901487,0.245234100238,0.0153255600377,0.220006658305,0.126665093119,0.221501974002,0.0902632066463,0.179175979952,0.110156750503,0.0665045363491,0.166098690017,0.265515050899,0.316440707095,0.308212226042,0.273352796329,0.315417852158,0.315417852158
0.223872113857,0.2161218858,0.16119679591,0.198517575389,0.0860658423785,0.244976690051,0.0145099953847,0.219740785407,0.126342852276,0.221228455614,0.0896167761998,0.178846816475,0.109819088896,0.0660555529944,0.166078557517,0.265430655996,0.307914507376,0.308211798265,0.270218893449,0.311684725128,0.311684725128
