concentration,MCF10A-GM_(Broad)_72_R1,MCF10A-GM_(HMS)_72_R1,MCF10A-H2B_(HMS)_72_R1,MCF10A-HMS_(HMS)_72_R1,MCF10A-OHSU_(HMS)_72_R1,MCF10A-GM_(HMS)_72_R2,MCF10A-H2B_(HMS)_72_R2,MCF10A-HMS_(HMS)_72_R2,MCF10A-OHSU_(HMS)_72_R2,MCF10A-GM_(HMS)_72_R3,MCF10A-H2B_(HMS)_72_R3,MCF10A-HMS_(HMS)_72_R3,MCF10A-OHSU_(HMS)_72_R3,MCF10A-GM_(DToxS)_72_R1,MCF10A-GM_(DToxS)_72_R2,MCF10A-GM_(Neuro)_72_R2,MCF10A-GM_(Neuro)_72_R3,MCF10A-GM_(MEP)_72_R1,MCF10A-GM_(MEP)_72_R2,Median
1e-05,0.983976109139,0.999691880538,0.999991239106,0.999638095295,0.999994539165,0.999380517069,0.999995215781,0.999357262786,0.999995650558,0.999763735371,0.999887949235,0.999154094816,0.999480510931,0.964133164998,0.854399950502,0.814455451586,0.997706537395,0.993156311123,0.988820562166,0.988820562166
1.1220184543e-05,0.982173360765,0.9996404183,0.999989228595,0.99957175951,0.999993255134,0.999283968721,0.999994078859,0.999251019159,0.999994612802,0.999723325263,0.999866784839,0.999017799208,0.999394510642,0.959175829166,0.843153098378,0.811250461722,0.997163196245,0.992526569231,0.987925487285,0.987925487285
1.25892541179e-05,0.980173013764,0.999580365103,0.999986756707,0.999493271358,0.999991669187,0.99917238559,0.99999267176,0.999127231117,0.999993327444,0.999676005962,0.999841623635,0.998859571204,0.999294283924,0.953573168325,0.831285984074,0.807995968972,0.996491787821,0.991839503289,0.986960034963,0.986960034963
1.41253754462e-05,0.977954640917,0.999510288347,0.999983717565,0.999400407287,0.999989710334,0.99904343064,0.999990930284,0.998983007751,0.99999173541,0.999620597066,0.999811711159,0.998675891268,0.999177481245,0.94725273414,0.818802189082,0.804691411946,0.995662472392,0.991090014949,0.985918885063,0.985918885063
1.58489319246e-05,0.975495992357,0.999428517098,0.999979981002,0.999290537971,0.999987290898,0.998894404984,0.999988774971,0.998814984039,0.99998976353,0.999555716843,0.999776150665,0.998462678478,0.999041366419,0.940137248602,0.805711352869,0.801336229994,0.994638640008,0.990272575371,0.984796350607,0.984796350607
1.77827941004e-05,0.972772901441,0.999333102639,0.999975386983,0.999160554693,0.999984302584,0.998722192325,0.999986107481,0.998619243895,0.999987321179,0.999479748022,0.999733876338,0.998215202168,0.998882753471,0.932145261623,0.79202964289,0.797929863507,0.993375470446,0.989381193286,0.98358635837,0.98358635837
1.99526231497e-05,0.969759203297,0.999221772567,0.999969738755,0.99900678255,0.999980611641,0.998523195046,0.999982806109,0.998391231009,0.999984296113,0.999390797809,0.999683621502,0.997927980068,0.998697933368,0.923192156926,0.77778011855,0.794471754221,0.99181823764,0.988409381557,0.982282429478,0.982282429478
2.23872113857e-05,0.966426671626,0.999091877407,0.999962794424,0.998824878171,0.999976052872,0.998293260707,0.999978720231,0.99812564566,0.999980549307,0.999286651185,0.999623880874,0.997594661037,0.998482589055,0.913191572723,0.762992961929,0.790961345535,0.989900340919,0.987350122355,0.980877660229,0.980877660229
2.51188643151e-05,0.96274498049,0.998940328549,0.999954256603,0.998609709305,0.999970422246,0.998027597622,0.999973663437,0.997816325414,0.999975908574,0.999164716373,0.999552865768,0.997207890247,0.998231697019,0.902057299453,0.74770555037,0.787398082835,0.987541061378,0.986195831115,0.979364703394,0.979364703394
2.81838293126e-05,0.958681699009,0.998763526165,0.999943759686,0.998355213195,0.999963467769,0.997720677958,0.999967405028,0.997456107404,0.999970160654,0.999021961202,0.999468450955,0.996759154451,0.997939413354,0.889705704578,0.731962350253,0.783781413836,0.984643069975,0.984938319497,0.977735750332,0.977735750332
3.16227766017e-05,0.954202328215,0.998557275537,0.999930854209,0.998054230173,0.999954878216,0.997366126657,0.999959659497,0.99703666959,0.999963041415,0.998854838874,0.999368111648,0.99623860475,0.997598942056,0.876058711514,0.71581461742,0.780110788921,0.981089760079,0.983568757669,0.975982514266,0.975982514266
3.54813389234e-05,0.949270390564,0.998316690041,0.999914987622,0.997698308437,0.999944269214,0.996956594276,0.999950073516,0.996548348149,0.999954223728,0.998659201455,0.999248848818,0.995634854068,0.997202382988,0.861047324045,0.699319897578,0.7763856615,0.976742548178,0.982077636285,0.97409621517,0.97409621517
3.98107170553e-05,0.943847583846,0.99803607877,0.999895480672,0.997277475362,0.999931166058,0.996483611645,0.999938209831,0.995979927873,0.999943302443,0.998430199129,0.999107100724,0.994934746359,0.996740556668,0.844615637628,0.682541329229,0.772605488377,0.971438390167,0.980454728655,0.972067566761,0.972067566761
4.46683592151e-05,0.937894012262,0.997708816541,0.999871498372,0.996779970148,0.999914982497,0.995937424048,0.999923527335,0.995318402247,0.999929775798,0.998162162988,0.998938638189,0.994123094473,0.99620280276,0.82672521537,0.665546761705,0.768769730123,0.964987904261,0.97868905373,0.969886766165,0.969886766165
5.01187233627e-05,0.931368508092,0.997327193757,0.999842014338,0.996191931981,0.999894994544,0.99530680246,0.999905356428,0.994548699678,0.999913022388,0.997848468828,0.998738440752,0.993182383594,0.995576748836,0.807359632194,0.648407710926,0.764877851463,0.957174678343,0.976768840624,0.967543486908,0.967543486908
5.6234132519e-05,0.924229057587,0.996882243308,0.999805766983,0.995497037338,0.99987030815,0.994578829191,0.999882868522,0.993653372304,0.999892272663,0.99748137909,0.998500550336,0.992092437293,0.994848045801,0.786528912511,0.631198184876,0.76092932167,0.947756562723,0.974681495588,0.965026875971,0.965026875971
6.3095734448e-05,0.916433344071,0.996363541434,0.99976120571,0.994676079557,0.999839819307,0.993738655235,0.999855038341,0.992612243877,0.999866573648,0.997051859728,0.998217898562,0.990830043619,0.994000066128,0.764273514973,0.61399341858,0.756923614972,0.936469982936,0.972413572506,0.962325555721,0.962325555721
7.07945784384e-05,0.907939419691,0.995758979224,0.999706424853,0.993706483469,0.999802164814,0.992769226517,0.999820597288,0.991402013528,0.999834745275,0.996549368447,0.997882103269,0.989368539299,0.993013561072,0.740667466379,0.596868563952,0.752860210965,0.923038493554,0.969950748169,0.959427631624,0.959427631624
7.94328234724e-05,0.898706514354,0.995054501193,0.999639082589,0.992561747857,0.999755661548,0.991650976401,0.999777975802,0.989995812875,0.999795326352,0.995961610372,0.997483229149,0.987677351242,0.991866273109,0.715820231048,0.57989738272,0.748738595041,0.907186831707,0.967277803807,0.956320706736,0.956320706736
8.91250938134e-05,0.888695985967,0.994233807289,0.99955630144,0.991210808907,0.999698231559,0.990361482009,0.999725232106,0.988362715024,0.99974650772,0.995274256913,0.997009506769,0.985721496188,0.99053250026,0.689876935901,0.563150990408,0.744558258816,0.888661468674,0.964378614582,0.952991904038,0.952991904038
0.0001,0.877872409921,0.993278014686,0.999454546257,0.989617318908,0.99962730972,0.988875082443,0.99965996416,0.986467195769,0.999686049586,0.994470623321,0.996447003567,0.983461041809,0.98898260975,0.663016663977,0.546696696209,0.740318700579,0.867257922162,0.961236148973,0.949427897771,0.949427897771
